"","GO.ID","Term","Annotated","Significant","Expected","classicFisher","set"
"342","GO:0065003","protein-containing complex assembly",118,1,0.06,"0.058","Module_22"
"343","GO:0045454","cell redox homeostasis",125,1,0.06,"0.061","Module_22"
"344","GO:0007017","microtubule-based process",126,1,0.06,"0.062","Module_22"
"345","GO:0043933","protein-containing complex organization",142,1,0.07,"0.069","Module_22"
"346","GO:0006526","arginine biosynthetic process",9,1,0,"0.0018","Module_23"
"347","GO:0006525","arginine metabolic process",11,1,0,"0.0022","Module_23"
"348","GO:0009084","glutamine family amino acid biosynthetic...",24,1,0,"0.0048","Module_23"
"349","GO:0009064","glutamine family amino acid metabolic pr...",45,1,0.01,"0.0090","Module_23"
"350","GO:1901607","alpha-amino acid biosynthetic process",89,1,0.02,"0.0178","Module_23"
"351","GO:0008652","cellular amino acid biosynthetic process",102,1,0.02,"0.0204","Module_23"
"352","GO:0045454","cell redox homeostasis",125,1,0.03,"0.0249","Module_23"
"353","GO:1901605","alpha-amino acid metabolic process",133,1,0.03,"0.0265","Module_23"
"354","GO:0019725","cellular homeostasis",143,1,0.03,"0.0285","Module_23"
"355","GO:0042592","homeostatic process",151,1,0.03,"0.0301","Module_23"
"356","GO:0065008","regulation of biological quality",176,1,0.04,"0.0350","Module_23"
"357","GO:0046394","carboxylic acid biosynthetic process",186,1,0.04,"0.0370","Module_23"
"358","GO:0016053","organic acid biosynthetic process",203,1,0.04,"0.0403","Module_23"
"359","GO:0006520","cellular amino acid metabolic process",255,1,0.05,"0.0505","Module_23"
"360","GO:0044283","small molecule biosynthetic process",261,1,0.05,"0.0517","Module_23"
"361","GO:0006672","ceramide metabolic process",7,1,0,"0.0021","Module_24"
"362","GO:0017004","cytochrome complex assembly",7,1,0,"0.0021","Module_24"
"363","GO:0044242","cellular lipid catabolic process",7,1,0,"0.0021","Module_24"
"364","GO:0006665","sphingolipid metabolic process",10,1,0,"0.0030","Module_24"
"365","GO:0016042","lipid catabolic process",15,1,0,"0.0045","Module_24"
"366","GO:0007005","mitochondrion organization",18,1,0.01,"0.0054","Module_24"
"367","GO:0006664","glycolipid metabolic process",24,1,0.01,"0.0072","Module_24"
"368","GO:1903509","liposaccharide metabolic process",24,1,0.01,"0.0072","Module_24"
"369","GO:1901136","carbohydrate derivative catabolic proces...",31,1,0.01,"0.0093","Module_24"
"370","GO:0006643","membrane lipid metabolic process",32,1,0.01,"0.0096","Module_24"
"371","GO:0065003","protein-containing complex assembly",118,1,0.04,"0.0351","Module_24"
"372","GO:1901565","organonitrogen compound catabolic proces...",131,1,0.04,"0.0389","Module_24"
"373","GO:0043933","protein-containing complex organization",142,1,0.04,"0.0421","Module_24"
"374","GO:0022607","cellular component assembly",169,1,0.05,"0.0500","Module_24"
"375","GO:0044248","cellular catabolic process",197,1,0.06,"0.0581","Module_24"
"376","GO:0006415","translational termination",14,1,0.01,"0.011","Module_25"
"377","GO:0006367","transcription initiation from RNA polyme...",16,1,0.01,"0.013","Module_25"
"378","GO:0022411","cellular component disassembly",25,1,0.02,"0.020","Module_25"
"379","GO:0032984","protein-containing complex disassembly",25,1,0.02,"0.020","Module_25"
"380","GO:0006486","protein glycosylation",43,1,0.03,"0.034","Module_25"
"381","GO:0043413","macromolecule glycosylation",43,1,0.03,"0.034","Module_25"
"382","GO:0006366","transcription by RNA polymerase II",45,1,0.04,"0.036","Module_25"
"383","GO:0006352","DNA-templated transcription, initiation",46,1,0.04,"0.036","Module_25"
"384","GO:0009101","glycoprotein biosynthetic process",47,1,0.04,"0.037","Module_25"
"385","GO:0009100","glycoprotein metabolic process",48,1,0.04,"0.038","Module_25"
"386","GO:0070085","glycosylation",48,1,0.04,"0.038","Module_25"
"387","GO:0009607","response to biotic stimulus",57,1,0.05,"0.045","Module_25"
"388","GO:0034645","cellular macromolecule biosynthetic proc...",601,2,0.48,"0.080","Module_25"
"389","GO:0045454","cell redox homeostasis",125,1,0.1,"0.096","Module_25"
"390","GO:0043933","protein-containing complex organization",142,1,0.11,"0.108","Module_25"
"391","GO:0000045","autophagosome assembly",7,1,0,"0.0042","Module_26"
"392","GO:0016236","macroautophagy",7,1,0,"0.0042","Module_26"
"393","GO:1905037","autophagosome organization",7,1,0,"0.0042","Module_26"
"394","GO:0007033","vacuole organization",9,1,0.01,"0.0054","Module_26"
"395","GO:0044248","cellular catabolic process",197,2,0.12,"0.0055","Module_26"
"396","GO:0006914","autophagy",12,1,0.01,"0.0072","Module_26"
"397","GO:0061919","process utilizing autophagic mechanism",12,1,0.01,"0.0072","Module_26"
"398","GO:0009056","catabolic process",297,2,0.18,"0.0123","Module_26"
"399","GO:0070925","organelle assembly",21,1,0.01,"0.0126","Module_26"
"400","GO:0006913","nucleocytoplasmic transport",46,1,0.03,"0.0274","Module_26"
"401","GO:0051169","nuclear transport",46,1,0.03,"0.0274","Module_26"
"402","GO:0006511","ubiquitin-dependent protein catabolic pr...",49,1,0.03,"0.0291","Module_26"
"403","GO:0019941","modification-dependent protein catabolic...",49,1,0.03,"0.0291","Module_26"
"404","GO:0043632","modification-dependent macromolecule cat...",49,1,0.03,"0.0291","Module_26"
"405","GO:0044257","cellular protein catabolic process",60,1,0.04,"0.0356","Module_26"
"406","GO:0009396","folic acid-containing compound biosynthe...",12,1,0.01,"0.013","Module_27"
"407","GO:0006760","folic acid-containing compound metabolic...",14,1,0.02,"0.015","Module_27"
"408","GO:0042559","pteridine-containing compound biosynthet...",17,1,0.02,"0.019","Module_27"
"409","GO:0042398","cellular modified amino acid biosyntheti...",20,1,0.02,"0.022","Module_27"
"410","GO:0042558","pteridine-containing compound metabolic ...",21,1,0.02,"0.023","Module_27"
"411","GO:0006575","cellular modified amino acid metabolic p...",26,1,0.03,"0.028","Module_27"
"412","GO:0006662","glycerol ether metabolic process",35,1,0.04,"0.038","Module_27"
"413","GO:0018904","ether metabolic process",35,1,0.04,"0.038","Module_27"
"414","GO:0006096","glycolytic process",54,1,0.06,"0.058","Module_27"
"415","GO:0006757","ATP generation from ADP",54,1,0.06,"0.058","Module_27"
"416","GO:0009135","purine nucleoside diphosphate metabolic ...",54,1,0.06,"0.058","Module_27"
"417","GO:0009179","purine ribonucleoside diphosphate metabo...",54,1,0.06,"0.058","Module_27"
"418","GO:0009185","ribonucleoside diphosphate metabolic pro...",54,1,0.06,"0.058","Module_27"
"419","GO:0046031","ADP metabolic process",54,1,0.06,"0.058","Module_27"
"420","GO:0006165","nucleoside diphosphate phosphorylation",58,1,0.06,"0.062","Module_27"
"421","GO:1901137","carbohydrate derivative biosynthetic pro...",142,2,0.07,"0.0020","Module_28"
"422","GO:1901135","carbohydrate derivative metabolic proces...",284,2,0.14,"0.0076","Module_28"
"423","GO:0015986","proton motive force-driven ATP synthesis",24,1,0.01,"0.0120","Module_28"
"424","GO:0006754","ATP biosynthetic process",37,1,0.02,"0.0184","Module_28"
"425","GO:0009142","nucleoside triphosphate biosynthetic pro...",41,1,0.02,"0.0204","Module_28"
"426","GO:0009144","purine nucleoside triphosphate metabolic...",41,1,0.02,"0.0204","Module_28"
"427","GO:0009145","purine nucleoside triphosphate biosynthe...",41,1,0.02,"0.0204","Module_28"
"428","GO:0009199","ribonucleoside triphosphate metabolic pr...",41,1,0.02,"0.0204","Module_28"
"429","GO:0009201","ribonucleoside triphosphate biosynthetic...",41,1,0.02,"0.0204","Module_28"
"430","GO:0009205","purine ribonucleoside triphosphate metab...",41,1,0.02,"0.0204","Module_28"
"431","GO:0009206","purine ribonucleoside triphosphate biosy...",41,1,0.02,"0.0204","Module_28"
"432","GO:0009141","nucleoside triphosphate metabolic proces...",42,1,0.02,"0.0209","Module_28"
"433","GO:0006486","protein glycosylation",43,1,0.02,"0.0214","Module_28"
"434","GO:0043413","macromolecule glycosylation",43,1,0.02,"0.0214","Module_28"
"435","GO:0009101","glycoprotein biosynthetic process",47,1,0.02,"0.0234","Module_28"
"436","GO:0016567","protein ubiquitination",102,2,0.11,"0.0054","Module_29"
"437","GO:0032446","protein modification by small protein co...",109,2,0.12,"0.0061","Module_29"
"438","GO:0070647","protein modification by small protein co...",118,2,0.13,"0.0071","Module_29"
"439","GO:0009396","folic acid-containing compound biosynthe...",12,1,0.01,"0.0132","Module_29"
"440","GO:0006760","folic acid-containing compound metabolic...",14,1,0.02,"0.0153","Module_29"
"441","GO:0042559","pteridine-containing compound biosynthet...",17,1,0.02,"0.0186","Module_29"
"442","GO:0044267","cellular protein metabolic process",2219,6,2.45,"0.0197","Module_29"
"443","GO:0042398","cellular modified amino acid biosyntheti...",20,1,0.02,"0.0219","Module_29"
"444","GO:0042558","pteridine-containing compound metabolic ...",21,1,0.02,"0.0229","Module_29"
"445","GO:0006464","cellular protein modification process",1663,5,1.83,"0.0245","Module_29"
"446","GO:0036211","protein modification process",1663,5,1.83,"0.0245","Module_29"
"447","GO:0006575","cellular modified amino acid metabolic p...",26,1,0.03,"0.0283","Module_29"
"448","GO:0043412","macromolecule modification",1725,5,1.9,"0.0284","Module_29"
"449","GO:0000413","protein peptidyl-prolyl isomerization",31,1,0.03,"0.0337","Module_29"
"450","GO:0018208","peptidyl-proline modification",31,1,0.03,"0.0337","Module_29"
"451","GO:0009269","response to desiccation",8,1,0.01,"0.0072","Module_30"
"452","GO:0009414","response to water deprivation",8,1,0.01,"0.0072","Module_30"
"453","GO:0001101","response to acid chemical",11,1,0.01,"0.0099","Module_30"
"454","GO:0009415","response to water",11,1,0.01,"0.0099","Module_30"
"455","GO:0030001","metal ion transport",226,2,0.2,"0.0166","Module_30"
"456","GO:0010035","response to inorganic substance",19,1,0.02,"0.0170","Module_30"
"457","GO:1901700","response to oxygen-containing compound",24,1,0.02,"0.0215","Module_30"
"458","GO:0006364","rRNA processing",29,1,0.03,"0.0259","Module_30"
"459","GO:0016072","rRNA metabolic process",29,1,0.03,"0.0259","Module_30"
"460","GO:0006812","cation transport",288,2,0.26,"0.0262","Module_30"
"461","GO:0009628","response to abiotic stimulus",40,1,0.04,"0.0356","Module_30"
"462","GO:0006811","ion transport",375,2,0.34,"0.0426","Module_30"
"463","GO:0042254","ribosome biogenesis",57,1,0.05,"0.0503","Module_30"
"464","GO:0022613","ribonucleoprotein complex biogenesis",66,1,0.06,"0.0581","Module_30"
"465","GO:0034470","ncRNA processing",85,1,0.08,"0.0742","Module_30"
"466","GO:0070588","calcium ion transmembrane transport",13,1,0,"0.0039","Module_31"
"467","GO:0006816","calcium ion transport",20,1,0.01,"0.0060","Module_31"
"468","GO:0051258","protein polymerization",29,1,0.01,"0.0087","Module_31"
"469","GO:0098655","cation transmembrane transport",71,1,0.02,"0.0212","Module_31"
"470","GO:0098662","inorganic cation transmembrane transport",71,1,0.02,"0.0212","Module_31"
"471","GO:0098660","inorganic ion transmembrane transport",72,1,0.02,"0.0215","Module_31"
"472","GO:0034220","ion transmembrane transport",77,1,0.02,"0.0230","Module_31"
"473","GO:0065003","protein-containing complex assembly",118,1,0.04,"0.0351","Module_31"
"474","GO:0015979","photosynthesis",119,1,0.04,"0.0354","Module_31"
"475","GO:0007017","microtubule-based process",126,1,0.04,"0.0374","Module_31"
"476","GO:0043933","protein-containing complex organization",142,1,0.04,"0.0421","Module_31"
"477","GO:0022607","cellular component assembly",169,1,0.05,"0.0500","Module_31"
"478","GO:0030001","metal ion transport",226,1,0.07,"0.0665","Module_31"
"479","GO:0044085","cellular component biogenesis",261,1,0.08,"0.0765","Module_31"
"480","GO:0006812","cation transport",288,1,0.09,"0.0842","Module_31"
"481","GO:0006302","double-strand break repair",30,1,0.02,"0.021","Module_32"
"482","GO:0007015","actin filament organization",33,1,0.02,"0.023","Module_32"
"483","GO:0030029","actin filament-based process",37,1,0.03,"0.026","Module_32"
"484","GO:0030036","actin cytoskeleton organization",37,1,0.03,"0.026","Module_32"
"485","GO:0097435","supramolecular fiber organization",44,1,0.03,"0.030","Module_32"
"486","GO:0009607","response to biotic stimulus",57,1,0.04,"0.039","Module_32"
"487","GO:0006633","fatty acid biosynthetic process",75,1,0.05,"0.052","Module_32"
"488","GO:0072330","monocarboxylic acid biosynthetic process",80,1,0.06,"0.055","Module_32"
"489","GO:0006310","DNA recombination",83,1,0.06,"0.057","Module_32"
"490","GO:0006950","response to stress",575,2,0.4,"0.057","Module_32"
"491","GO:0006631","fatty acid metabolic process",90,1,0.06,"0.062","Module_32"
"492","GO:0007010","cytoskeleton organization",96,1,0.07,"0.066","Module_32"
"493","GO:0006470","protein dephosphorylation",98,1,0.07,"0.067","Module_32"
"494","GO:0016311","dephosphorylation",116,1,0.08,"0.079","Module_32"
"495","GO:0006952","defense response",146,1,0.1,"0.098","Module_32"
"496","GO:0015977","carbon fixation",7,1,0.01,"0.015","Module_33"
"497","GO:0000105","histidine biosynthetic process",9,1,0.02,"0.019","Module_33"
"498","GO:0006547","histidine metabolic process",9,1,0.02,"0.019","Module_33"
"499","GO:0016226","iron-sulfur cluster assembly",14,1,0.03,"0.029","Module_33"
"500","GO:0031163","metallo-sulfur cluster assembly",14,1,0.03,"0.029","Module_33"
"501","GO:0006721","terpenoid metabolic process",17,1,0.04,"0.035","Module_33"
"502","GO:0016114","terpenoid biosynthetic process",17,1,0.04,"0.035","Module_33"
"503","GO:0006099","tricarboxylic acid cycle",18,1,0.04,"0.037","Module_33"
"504","GO:0009247","glycolipid biosynthetic process",19,1,0.04,"0.039","Module_33"
"505","GO:0046467","membrane lipid biosynthetic process",20,1,0.04,"0.041","Module_33"
"506","GO:0006664","glycolipid metabolic process",24,1,0.05,"0.049","Module_33"
"507","GO:1903509","liposaccharide metabolic process",24,1,0.05,"0.049","Module_33"
"508","GO:0009060","aerobic respiration",27,1,0.06,"0.055","Module_33"
"509","GO:0009312","oligosaccharide biosynthetic process",28,1,0.06,"0.057","Module_33"
"510","GO:0006629","lipid metabolic process",446,3,0.94,"0.065","Module_33"
"511","GO:0045454","cell redox homeostasis",125,2,0.19,"0.015","Module_34"
"512","GO:0006012","galactose metabolic process",12,1,0.02,"0.018","Module_34"
"513","GO:0019725","cellular homeostasis",143,2,0.22,"0.019","Module_34"
"514","GO:0042592","homeostatic process",151,2,0.23,"0.021","Module_34"
"515","GO:0065008","regulation of biological quality",176,2,0.26,"0.028","Module_34"
"516","GO:0010035","response to inorganic substance",19,1,0.03,"0.028","Module_34"
"517","GO:1901700","response to oxygen-containing compound",24,1,0.04,"0.036","Module_34"
"518","GO:0006662","glycerol ether metabolic process",35,1,0.05,"0.051","Module_34"
"519","GO:0006887","exocytosis",35,1,0.05,"0.051","Module_34"
"520","GO:0015698","inorganic anion transport",35,1,0.05,"0.051","Module_34"
"521","GO:0018904","ether metabolic process",35,1,0.05,"0.051","Module_34"
"522","GO:0032940","secretion by cell",37,1,0.06,"0.054","Module_34"
"523","GO:0046903","secretion",37,1,0.06,"0.054","Module_34"
"524","GO:0140352","export from cell",37,1,0.06,"0.054","Module_34"
"525","GO:0019318","hexose metabolic process",50,1,0.08,"0.073","Module_34"
"526","GO:0015977","carbon fixation",7,1,0.01,"0.007","Module_35"
"527","GO:0044249","cellular biosynthetic process",2347,6,2.35,"0.015","Module_35"
"528","GO:1901576","organic substance biosynthetic process",2413,6,2.42,"0.017","Module_35"
"529","GO:0044237","cellular metabolic process",5284,9,5.3,"0.017","Module_35"
"530","GO:0006099","tricarboxylic acid cycle",18,1,0.02,"0.018","Module_35"
"531","GO:0009247","glycolipid biosynthetic process",19,1,0.02,"0.019","Module_35"
"532","GO:0009059","macromolecule biosynthetic process",1756,5,1.76,"0.019","Module_35"
"533","GO:0009058","biosynthetic process",2494,6,2.5,"0.020","Module_35"
"534","GO:0046467","membrane lipid biosynthetic process",20,1,0.02,"0.020","Module_35"
"535","GO:0006664","glycolipid metabolic process",24,1,0.02,"0.024","Module_35"
"536","GO:1903509","liposaccharide metabolic process",24,1,0.02,"0.024","Module_35"
"537","GO:0009060","aerobic respiration",27,1,0.03,"0.027","Module_35"
"538","GO:0010467","gene expression",1905,5,1.91,"0.027","Module_35"
"539","GO:0044271","cellular nitrogen compound biosynthetic ...",1913,5,1.92,"0.028","Module_35"
"540","GO:0009312","oligosaccharide biosynthetic process",28,1,0.03,"0.028","Module_35"
"541","GO:0015936","coenzyme A metabolic process",9,1,0.01,"0.012","Module_36"
"542","GO:0006904","vesicle docking involved in exocytosis",11,1,0.01,"0.014","Module_36"
"543","GO:0140029","exocytic process",11,1,0.01,"0.014","Module_36"
"544","GO:0022406","membrane docking",12,1,0.02,"0.016","Module_36"
"545","GO:0048278","vesicle docking",12,1,0.02,"0.016","Module_36"
"546","GO:0140056","organelle localization by membrane tethe...",12,1,0.02,"0.016","Module_36"
"547","GO:0006098","pentose-phosphate shunt",15,1,0.02,"0.019","Module_36"
"548","GO:0006740","NADPH regeneration",15,1,0.02,"0.019","Module_36"
"549","GO:0051156","glucose 6-phosphate metabolic process",15,1,0.02,"0.019","Module_36"
"550","GO:0051640","organelle localization",15,1,0.02,"0.019","Module_36"
"551","GO:0016192","vesicle-mediated transport",168,2,0.22,"0.019","Module_36"
"552","GO:0006284","base-excision repair",18,1,0.02,"0.023","Module_36"
"553","GO:0006739","NADP metabolic process",19,1,0.02,"0.025","Module_36"
"554","GO:0033865","nucleoside bisphosphate metabolic proces...",22,1,0.03,"0.028","Module_36"
"555","GO:0033875","ribonucleoside bisphosphate metabolic pr...",22,1,0.03,"0.028","Module_36"
"556","GO:0006629","lipid metabolic process",446,2,0.45,"0.071","Module_37"
"557","GO:0000160","phosphorelay signal transduction system",73,1,0.07,"0.071","Module_37"
"558","GO:0006412","translation",485,2,0.49,"0.082","Module_37"
"559","GO:0009059","macromolecule biosynthetic process",1756,4,1.76,"0.083","Module_37"
"560","GO:0043043","peptide biosynthetic process",540,2,0.54,"0.099","Module_37"
"561","GO:0043604","amide biosynthetic process",549,2,0.55,"0.102","Module_37"
"562","GO:0006518","peptide metabolic process",554,2,0.56,"0.103","Module_37"
"563","GO:0010467","gene expression",1905,4,1.91,"0.106","Module_37"
"564","GO:0044271","cellular nitrogen compound biosynthetic ...",1913,4,1.92,"0.107","Module_37"
"565","GO:0043603","cellular amide metabolic process",579,2,0.58,"0.111","Module_37"
"566","GO:0034645","cellular macromolecule biosynthetic proc...",601,2,0.6,"0.118","Module_37"
"567","GO:0008152","metabolic process",7067,9,7.09,"0.164","Module_37"
"568","GO:0035556","intracellular signal transduction",201,1,0.2,"0.184","Module_37"
"569","GO:0044249","cellular biosynthetic process",2347,4,2.35,"0.191","Module_37"
"570","GO:1901576","organic substance biosynthetic process",2413,4,2.42,"0.206","Module_37"
"571","GO:0009073","aromatic amino acid family biosynthetic ...",27,2,0.03,"0.00046","Module_38"
"572","GO:0009072","aromatic amino acid family metabolic pro...",42,2,0.05,"0.00111","Module_38"
"573","GO:0019752","carboxylic acid metabolic process",455,4,0.55,"0.00158","Module_38"
"574","GO:0016053","organic acid biosynthetic process",203,3,0.24,"0.00160","Module_38"
"575","GO:0043436","oxoacid metabolic process",461,4,0.55,"0.00166","Module_38"
"576","GO:0006082","organic acid metabolic process",463,4,0.56,"0.00169","Module_38"
"577","GO:0044283","small molecule biosynthetic process",261,3,0.31,"0.00328","Module_38"
"578","GO:0006631","fatty acid metabolic process",90,2,0.11,"0.00502","Module_38"
"579","GO:0006635","fatty acid beta-oxidation",5,1,0.01,"0.00601","Module_38"
"580","GO:0009062","fatty acid catabolic process",5,1,0.01,"0.00601","Module_38"
"581","GO:0072329","monocarboxylic acid catabolic process",5,1,0.01,"0.00601","Module_38"
"582","GO:0009094","L-phenylalanine biosynthetic process",7,1,0.01,"0.00840","Module_38"
"583","GO:0019395","fatty acid oxidation",7,1,0.01,"0.00840","Module_38"
"584","GO:0034440","lipid oxidation",7,1,0.01,"0.00840","Module_38"
"585","GO:0044242","cellular lipid catabolic process",7,1,0.01,"0.00840","Module_38"
"586","GO:0006096","glycolytic process",54,1,0.02,"0.021","Module_39"
"587","GO:0006757","ATP generation from ADP",54,1,0.02,"0.021","Module_39"
"588","GO:0009135","purine nucleoside diphosphate metabolic ...",54,1,0.02,"0.021","Module_39"
"589","GO:0009179","purine ribonucleoside diphosphate metabo...",54,1,0.02,"0.021","Module_39"
"590","GO:0009185","ribonucleoside diphosphate metabolic pro...",54,1,0.02,"0.021","Module_39"
"591","GO:0046031","ADP metabolic process",54,1,0.02,"0.021","Module_39"
"592","GO:0006165","nucleoside diphosphate phosphorylation",58,1,0.02,"0.023","Module_39"
"593","GO:0046939","nucleotide phosphorylation",58,1,0.02,"0.023","Module_39"
"594","GO:0009132","nucleoside diphosphate metabolic process",61,1,0.02,"0.024","Module_39"
"595","GO:0006090","pyruvate metabolic process",62,1,0.02,"0.025","Module_39"
"596","GO:0016052","carbohydrate catabolic process",75,1,0.03,"0.030","Module_39"
"597","GO:0046034","ATP metabolic process",103,1,0.04,"0.041","Module_39"
"598","GO:0045454","cell redox homeostasis",125,1,0.05,"0.049","Module_39"
"599","GO:0009150","purine ribonucleotide metabolic process",128,1,0.05,"0.050","Module_39"
"600","GO:0009259","ribonucleotide metabolic process",130,1,0.05,"0.051","Module_39"
"601","GO:0034641","cellular nitrogen compound metabolic pro...",2627,5,1.84,"0.016","Module_40"
"602","GO:0009237","siderophore metabolic process",48,1,0.03,"0.033","Module_40"
"603","GO:0019290","siderophore biosynthetic process",48,1,0.03,"0.033","Module_40"
"604","GO:0044550","secondary metabolite biosynthetic proces...",51,1,0.04,"0.035","Module_40"
"605","GO:0019184","nonribosomal peptide biosynthetic proces...",53,1,0.04,"0.037","Module_40"
"606","GO:0006096","glycolytic process",54,1,0.04,"0.037","Module_40"
"607","GO:0006757","ATP generation from ADP",54,1,0.04,"0.037","Module_40"
"608","GO:0009135","purine nucleoside diphosphate metabolic ...",54,1,0.04,"0.037","Module_40"
"609","GO:0009179","purine ribonucleoside diphosphate metabo...",54,1,0.04,"0.037","Module_40"
"610","GO:0009185","ribonucleoside diphosphate metabolic pro...",54,1,0.04,"0.037","Module_40"
"611","GO:0046031","ADP metabolic process",54,1,0.04,"0.037","Module_40"
"612","GO:0006165","nucleoside diphosphate phosphorylation",58,1,0.04,"0.040","Module_40"
"613","GO:0046939","nucleotide phosphorylation",58,1,0.04,"0.040","Module_40"
"614","GO:0009132","nucleoside diphosphate metabolic process",61,1,0.04,"0.042","Module_40"
"615","GO:0006090","pyruvate metabolic process",62,1,0.04,"0.043","Module_40"
"616","GO:0007093","mitotic cell cycle checkpoint signaling",9,1,0.01,"0.0072","Module_41"
"617","GO:0045930","negative regulation of mitotic cell cycl...",9,1,0.01,"0.0072","Module_41"
"618","GO:0051304","chromosome separation",12,1,0.01,"0.0096","Module_41"
"619","GO:0000075","cell cycle checkpoint signaling",13,1,0.01,"0.0104","Module_41"
"620","GO:0010948","negative regulation of cell cycle proces...",13,1,0.01,"0.0104","Module_41"
"621","GO:0045786","negative regulation of cell cycle",13,1,0.01,"0.0104","Module_41"
"622","GO:1901988","negative regulation of cell cycle phase ...",13,1,0.01,"0.0104","Module_41"
"623","GO:0007346","regulation of mitotic cell cycle",14,1,0.01,"0.0112","Module_41"
"624","GO:0044770","cell cycle phase transition",18,1,0.01,"0.0144","Module_41"
"625","GO:1901987","regulation of cell cycle phase transitio...",18,1,0.01,"0.0144","Module_41"
"626","GO:0007059","chromosome segregation",24,1,0.02,"0.0191","Module_41"
"627","GO:0010564","regulation of cell cycle process",28,1,0.02,"0.0223","Module_41"
"628","GO:1903047","mitotic cell cycle process",29,1,0.02,"0.0230","Module_41"
"629","GO:0000278","mitotic cell cycle",31,1,0.02,"0.0246","Module_41"
"630","GO:0048523","negative regulation of cellular process",35,1,0.03,"0.0278","Module_41"
"631","GO:0006796","phosphate-containing compound metabolic ...",1729,10,3.47,"0.00082","Module_42"
"632","GO:0006793","phosphorus metabolic process",1730,10,3.47,"0.00082","Module_42"
"633","GO:0009723","response to ethylene",5,1,0.01,"0.00999","Module_42"
"634","GO:0009873","ethylene-activated signaling pathway",5,1,0.01,"0.00999","Module_42"
"635","GO:0071369","cellular response to ethylene stimulus",5,1,0.01,"0.00999","Module_42"
"636","GO:0016310","phosphorylation",1373,7,2.75,"0.01399","Module_42"
"637","GO:0140694","non-membrane-bounded organelle assembly",14,1,0.03,"0.02774","Module_42"
"638","GO:0006098","pentose-phosphate shunt",15,1,0.03,"0.02969","Module_42"
"639","GO:0006740","NADPH regeneration",15,1,0.03,"0.02969","Module_42"
"640","GO:0051156","glucose 6-phosphate metabolic process",15,1,0.03,"0.02969","Module_42"
"641","GO:0009755","hormone-mediated signaling pathway",18,1,0.04,"0.03553","Module_42"
"642","GO:0032870","cellular response to hormone stimulus",18,1,0.04,"0.03553","Module_42"
"643","GO:0071310","cellular response to organic substance",18,1,0.04,"0.03553","Module_42"
"644","GO:0071495","cellular response to endogenous stimulus",18,1,0.04,"0.03553","Module_42"
"645","GO:0006468","protein phosphorylation",1286,6,2.58,"0.03560","Module_42"
"646","GO:0046488","phosphatidylinositol metabolic process",64,1,0.04,"0.044","Module_43"
"647","GO:0006650","glycerophospholipid metabolic process",81,1,0.06,"0.056","Module_43"
"648","GO:0006950","response to stress",575,2,0.4,"0.057","Module_43"
"649","GO:0046486","glycerolipid metabolic process",91,1,0.06,"0.062","Module_43"
"650","GO:0006644","phospholipid metabolic process",100,1,0.07,"0.068","Module_43"
"651","GO:0090304","nucleic acid metabolic process",1778,3,1.25,"0.113","Module_43"
"652","GO:0006281","DNA repair",196,1,0.14,"0.130","Module_43"
"653","GO:0006974","cellular response to DNA damage stimulus",198,1,0.14,"0.131","Module_43"
"654","GO:0033554","cellular response to stress",204,1,0.14,"0.135","Module_43"
"655","GO:0006139","nucleobase-containing compound metabolic...",2001,3,1.41,"0.149","Module_43"
"656","GO:0044255","cellular lipid metabolic process",253,1,0.18,"0.165","Module_43"
"657","GO:0046483","heterocycle metabolic process",2130,3,1.5,"0.172","Module_43"
"658","GO:0006725","cellular aromatic compound metabolic pro...",2157,3,1.51,"0.177","Module_43"
"659","GO:1901360","organic cyclic compound metabolic proces...",2206,3,1.55,"0.186","Module_43"
"660","GO:0006351","transcription, DNA-templated",1153,2,0.81,"0.190","Module_43"
"661","GO:1901566","organonitrogen compound biosynthetic pro...",932,4,0.56,"0.00098","Module_44"
"662","GO:0034645","cellular macromolecule biosynthetic proc...",601,3,0.36,"0.00380","Module_44"
"663","GO:0032011","ARF protein signal transduction",8,1,0,"0.00481","Module_44"
"664","GO:0032012","regulation of ARF protein signal transdu...",8,1,0,"0.00481","Module_44"
"665","GO:0006553","lysine metabolic process",9,1,0.01,"0.00541","Module_44"
"666","GO:0009085","lysine biosynthetic process",9,1,0.01,"0.00541","Module_44"
"667","GO:0009086","methionine biosynthetic process",9,1,0.01,"0.00541","Module_44"
"668","GO:0009089","lysine biosynthetic process via diaminop...",9,1,0.01,"0.00541","Module_44"
"669","GO:0046451","diaminopimelate metabolic process",9,1,0.01,"0.00541","Module_44"
"670","GO:0007265","Ras protein signal transduction",10,1,0.01,"0.00601","Module_44"
"671","GO:0046578","regulation of Ras protein signal transdu...",10,1,0.01,"0.00601","Module_44"
"672","GO:0051056","regulation of small GTPase mediated sign...",10,1,0.01,"0.00601","Module_44"
"673","GO:1902531","regulation of intracellular signal trans...",10,1,0.01,"0.00601","Module_44"
"674","GO:0006555","methionine metabolic process",11,1,0.01,"0.00660","Module_44"
"675","GO:0009082","branched-chain amino acid biosynthetic p...",13,1,0.01,"0.00780","Module_44"
"676","GO:0006888","endoplasmic reticulum to Golgi vesicle-m...",18,1,0.01,"0.0072","Module_45"
"677","GO:0048193","Golgi vesicle transport",35,1,0.01,"0.0140","Module_45"
"678","GO:0009733","response to auxin",85,1,0.03,"0.0337","Module_45"
"679","GO:0009719","response to endogenous stimulus",130,1,0.05,"0.0512","Module_45"
