"","GO.ID","Term","Annotated","Significant","Expected","classicFisher","set"
"332","GO:0046912","acyltransferase activity, acyl groups co...",13,1,0.01,"0.0071","Module_22"
"333","GO:0005200","structural constituent of cytoskeleton",16,1,0.01,"0.0088","Module_22"
"334","GO:0004497","monooxygenase activity",281,2,0.15,"0.0098","Module_22"
"335","GO:0003824","catalytic activity",7792,8,4.29,"0.0139","Module_22"
"336","GO:0016705","oxidoreductase activity, acting on paire...",344,2,0.19,"0.0144","Module_22"
"337","GO:0005506","iron ion binding",395,2,0.22,"0.0188","Module_22"
"338","GO:0020037","heme binding",427,2,0.24,"0.0217","Module_22"
"339","GO:0046906","tetrapyrrole binding",436,2,0.24,"0.0226","Module_22"
"340","GO:0015035","protein-disulfide reductase activity",100,1,0.06,"0.0538","Module_22"
"341","GO:0015036","disulfide oxidoreductase activity",100,1,0.06,"0.0538","Module_22"
"342","GO:0016491","oxidoreductase activity",1696,3,0.93,"0.0582","Module_22"
"343","GO:0003924","GTPase activity",125,1,0.07,"0.0668","Module_22"
"344","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.07,"0.0674","Module_22"
"345","GO:0016791","phosphatase activity",187,1,0.1,"0.0985","Module_22"
"346","GO:0008080","N-acetyltransferase activity",53,1,0.02,"0.016","Module_23"
"347","GO:0016410","N-acyltransferase activity",56,1,0.02,"0.017","Module_23"
"348","GO:0016407","acetyltransferase activity",61,1,0.02,"0.019","Module_23"
"349","GO:0015035","protein-disulfide reductase activity",100,1,0.03,"0.030","Module_23"
"350","GO:0015036","disulfide oxidoreductase activity",100,1,0.03,"0.030","Module_23"
"351","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.04,"0.038","Module_23"
"352","GO:0009055","electron transfer activity",191,1,0.06,"0.057","Module_23"
"353","GO:0005525","GTP binding",227,1,0.07,"0.068","Module_23"
"354","GO:0032561","guanyl ribonucleotide binding",227,1,0.07,"0.068","Module_23"
"355","GO:0019001","guanyl nucleotide binding",234,1,0.07,"0.070","Module_23"
"356","GO:0016747","acyltransferase activity, transferring g...",246,1,0.08,"0.073","Module_23"
"357","GO:0016746","acyltransferase activity",292,1,0.09,"0.086","Module_23"
"358","GO:0000166","nucleotide binding",3342,2,1.02,"0.272","Module_23"
"359","GO:1901265","nucleoside phosphate binding",3342,2,1.02,"0.272","Module_23"
"360","GO:0036094","small molecule binding",3516,2,1.08,"0.294","Module_23"
"361","GO:0016791","phosphatase activity",187,1,0.07,"0.067","Module_24"
"362","GO:0042578","phosphoric ester hydrolase activity",240,1,0.09,"0.085","Module_24"
"363","GO:0004553","hydrolase activity, hydrolyzing O-glycos...",418,1,0.15,"0.144","Module_24"
"364","GO:0016798","hydrolase activity, acting on glycosyl b...",440,1,0.16,"0.151","Module_24"
"365","GO:0005524","ATP binding",2116,2,0.78,"0.177","Module_24"
"366","GO:0016787","hydrolase activity",2144,2,0.79,"0.180","Module_24"
"367","GO:0016788","hydrolase activity, acting on ester bond...",608,1,0.22,"0.204","Module_24"
"368","GO:0035639","purine ribonucleoside triphosphate bindi...",2342,2,0.86,"0.208","Module_24"
"369","GO:0032559","adenyl ribonucleotide binding",2432,2,0.89,"0.221","Module_24"
"370","GO:0030554","adenyl nucleotide binding",2436,2,0.9,"0.222","Module_24"
"371","GO:0004713","protein tyrosine kinase activity",747,1,0.27,"0.245","Module_24"
"372","GO:0032555","purine ribonucleotide binding",2658,2,0.98,"0.254","Module_24"
"373","GO:0017076","purine nucleotide binding",2672,2,0.98,"0.256","Module_24"
"374","GO:0032553","ribonucleotide binding",2710,2,1,"0.261","Module_24"
"375","GO:0097367","carbohydrate derivative binding",2736,2,1.01,"0.265","Module_24"
"376","GO:0016149","translation release factor activity, cod...",8,1,0,"0.0029","Module_25"
"377","GO:0003747","translation release factor activity",10,1,0,"0.0037","Module_25"
"378","GO:0008079","translation termination factor activity",10,1,0,"0.0037","Module_25"
"379","GO:0008378","galactosyltransferase activity",24,1,0.01,"0.0088","Module_25"
"380","GO:0008135","translation factor activity, RNA binding",74,1,0.03,"0.0269","Module_25"
"381","GO:0045182","translation regulator activity",74,1,0.03,"0.0269","Module_25"
"382","GO:0090079","translation regulator activity, nucleic ...",74,1,0.03,"0.0269","Module_25"
"383","GO:0015035","protein-disulfide reductase activity",100,1,0.04,"0.0362","Module_25"
"384","GO:0015036","disulfide oxidoreductase activity",100,1,0.04,"0.0362","Module_25"
"385","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.05,"0.0454","Module_25"
"386","GO:0009055","electron transfer activity",191,1,0.07,"0.0682","Module_25"
"387","GO:0016740","transferase activity",3005,3,1.1,"0.0802","Module_25"
"388","GO:0030246","carbohydrate binding",228,1,0.08,"0.0809","Module_25"
"389","GO:0003824","catalytic activity",7792,5,2.86,"0.0894","Module_25"
"390","GO:0016746","acyltransferase activity",292,1,0.11,"0.1026","Module_25"
"391","GO:0003924","GTPase activity",125,1,0.08,"0.081","Module_26"
"392","GO:0005525","GTP binding",227,1,0.15,"0.143","Module_26"
"393","GO:0032561","guanyl ribonucleotide binding",227,1,0.15,"0.143","Module_26"
"394","GO:0019001","guanyl nucleotide binding",234,1,0.16,"0.147","Module_26"
"395","GO:0008270","zinc ion binding",1053,2,0.71,"0.155","Module_26"
"396","GO:0005509","calcium ion binding",253,1,0.17,"0.158","Module_26"
"397","GO:0043565","sequence-specific DNA binding",298,1,0.2,"0.183","Module_26"
"398","GO:0017111","nucleoside-triphosphatase activity",314,1,0.21,"0.192","Module_26"
"399","GO:0016462","pyrophosphatase activity",326,1,0.22,"0.199","Module_26"
"400","GO:0016818","hydrolase activity, acting on acid anhyd...",339,1,0.23,"0.206","Module_26"
"401","GO:0016817","hydrolase activity, acting on acid anhyd...",349,1,0.24,"0.212","Module_26"
"402","GO:0046872","metal ion binding",2419,3,1.63,"0.215","Module_26"
"403","GO:0043169","cation binding",2432,3,1.64,"0.218","Module_26"
"404","GO:0043167","ion binding",5212,5,3.51,"0.254","Module_26"
"405","GO:0046983","protein dimerization activity",454,1,0.31,"0.267","Module_26"
"406","GO:0004866","endopeptidase inhibitor activity",43,2,0.06,"0.0014","Module_27"
"407","GO:0061135","endopeptidase regulator activity",43,2,0.06,"0.0014","Module_27"
"408","GO:0030414","peptidase inhibitor activity",44,2,0.06,"0.0014","Module_27"
"409","GO:0061134","peptidase regulator activity",44,2,0.06,"0.0014","Module_27"
"410","GO:0004743","pyruvate kinase activity",13,1,0.02,"0.0166","Module_27"
"411","GO:0004857","enzyme inhibitor activity",156,2,0.2,"0.0169","Module_27"
"412","GO:0016491","oxidoreductase activity",1696,6,2.18,"0.0171","Module_27"
"413","GO:0030955","potassium ion binding",15,1,0.02,"0.0191","Module_27"
"414","GO:0031420","alkali metal ion binding",15,1,0.02,"0.0191","Module_27"
"415","GO:0003824","catalytic activity",7792,15,10.02,"0.0243","Module_27"
"416","GO:0030234","enzyme regulator activity",218,2,0.28,"0.0315","Module_27"
"417","GO:0098772","molecular function regulator activity",232,2,0.3,"0.0353","Module_27"
"418","GO:0003993","acid phosphatase activity",37,1,0.05,"0.0465","Module_27"
"419","GO:0016702","oxidoreductase activity, acting on singl...",46,1,0.06,"0.0576","Module_27"
"420","GO:0051213","dioxygenase activity",50,1,0.06,"0.0624","Module_27"
"421","GO:0004462","lactoylglutathione lyase activity",6,1,0,"0.0044","Module_28"
"422","GO:0016846","carbon-sulfur lyase activity",16,1,0.01,"0.0117","Module_28"
"423","GO:0008378","galactosyltransferase activity",24,1,0.02,"0.0175","Module_28"
"424","GO:0008168","methyltransferase activity",283,2,0.21,"0.0176","Module_28"
"425","GO:0016741","transferase activity, transferring one-c...",306,2,0.22,"0.0204","Module_28"
"426","GO:0008234","cysteine-type peptidase activity",70,1,0.05,"0.0503","Module_28"
"427","GO:0003824","catalytic activity",7792,9,5.73,"0.0533","Module_28"
"428","GO:0015078","proton transmembrane transporter activit...",86,1,0.06,"0.0614","Module_28"
"429","GO:0015035","protein-disulfide reductase activity",100,1,0.07,"0.0711","Module_28"
"430","GO:0015036","disulfide oxidoreductase activity",100,1,0.07,"0.0711","Module_28"
"431","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.09,"0.0888","Module_28"
"432","GO:0016491","oxidoreductase activity",1696,3,1.25,"0.1209","Module_28"
"433","GO:0009055","electron transfer activity",191,1,0.14,"0.1317","Module_28"
"434","GO:0016853","isomerase activity",191,1,0.14,"0.1317","Module_28"
"435","GO:0022890","inorganic cation transmembrane transport...",214,1,0.16,"0.1464","Module_28"
"436","GO:0015018","galactosylgalactosylxylosylprotein 3-bet...",5,1,0.01,"0.0052","Module_29"
"437","GO:0004842","ubiquitin-protein transferase activity",119,2,0.12,"0.0067","Module_29"
"438","GO:0019787","ubiquitin-like protein transferase activ...",124,2,0.13,"0.0072","Module_29"
"439","GO:0015020","glucuronosyltransferase activity",7,1,0.01,"0.0073","Module_29"
"440","GO:0003755","peptidyl-prolyl cis-trans isomerase acti...",32,1,0.03,"0.0328","Module_29"
"441","GO:0016859","cis-trans isomerase activity",32,1,0.03,"0.0328","Module_29"
"442","GO:0003993","acid phosphatase activity",37,1,0.04,"0.0378","Module_29"
"443","GO:0004866","endopeptidase inhibitor activity",43,1,0.04,"0.0439","Module_29"
"444","GO:0061135","endopeptidase regulator activity",43,1,0.04,"0.0439","Module_29"
"445","GO:0030414","peptidase inhibitor activity",44,1,0.05,"0.0449","Module_29"
"446","GO:0061134","peptidase regulator activity",44,1,0.05,"0.0449","Module_29"
"447","GO:0003824","catalytic activity",7792,12,8.11,"0.0491","Module_29"
"448","GO:0045735","nutrient reservoir activity",60,1,0.06,"0.0607","Module_29"
"449","GO:0016879","ligase activity, forming carbon-nitrogen...",63,1,0.07,"0.0636","Module_29"
"450","GO:0140096","catalytic activity, acting on a protein",2189,5,2.28,"0.0667","Module_29"
"451","GO:0019207","kinase regulator activity",16,1,0.02,"0.016","Module_30"
"452","GO:0019887","protein kinase regulator activity",16,1,0.02,"0.016","Module_30"
"453","GO:0008173","RNA methyltransferase activity",33,1,0.03,"0.032","Module_30"
"454","GO:0005506","iron ion binding",395,2,0.39,"0.056","Module_30"
"455","GO:0016758","hexosyltransferase activity",402,2,0.39,"0.058","Module_30"
"456","GO:0051536","iron-sulfur cluster binding",78,1,0.08,"0.074","Module_30"
"457","GO:0051540","metal cluster binding",78,1,0.08,"0.074","Module_30"
"458","GO:0016757","glycosyltransferase activity",493,2,0.48,"0.083","Module_30"
"459","GO:0030234","enzyme regulator activity",218,1,0.21,"0.194","Module_30"
"460","GO:0046872","metal ion binding",2419,4,2.37,"0.204","Module_30"
"461","GO:0098772","molecular function regulator activity",232,1,0.23,"0.205","Module_30"
"462","GO:0140098","catalytic activity, acting on RNA",232,1,0.23,"0.205","Module_30"
"463","GO:0043169","cation binding",2432,4,2.38,"0.206","Module_30"
"464","GO:0005488","binding",11256,13,11.03,"0.218","Module_30"
"465","GO:0008168","methyltransferase activity",283,1,0.28,"0.244","Module_30"
"466","GO:0005388","P-type calcium transporter activity",13,1,0,"0.0048","Module_31"
"467","GO:0015662","P-type ion transporter activity",14,1,0.01,"0.0051","Module_31"
"468","GO:0140358","P-type transmembrane transporter activit...",14,1,0.01,"0.0051","Module_31"
"469","GO:0005200","structural constituent of cytoskeleton",16,1,0.01,"0.0059","Module_31"
"470","GO:0015085","calcium ion transmembrane transporter ac...",20,1,0.01,"0.0073","Module_31"
"471","GO:0005516","calmodulin binding",29,1,0.01,"0.0106","Module_31"
"472","GO:0019829","ATPase-coupled cation transmembrane tran...",39,1,0.01,"0.0142","Module_31"
"473","GO:0022853","active ion transmembrane transporter act...",106,1,0.04,"0.0383","Module_31"
"474","GO:0042626","ATPase-coupled transmembrane transporter...",114,1,0.04,"0.0412","Module_31"
"475","GO:0035639","purine ribonucleoside triphosphate bindi...",2342,3,0.86,"0.0420","Module_31"
"476","GO:0046873","metal ion transmembrane transporter acti...",119,1,0.04,"0.0429","Module_31"
"477","GO:0003924","GTPase activity",125,1,0.05,"0.0451","Module_31"
"478","GO:0015399","primary active transmembrane transporter...",148,1,0.05,"0.0532","Module_31"
"479","GO:0032555","purine ribonucleotide binding",2658,3,0.98,"0.0586","Module_31"
"480","GO:0017076","purine nucleotide binding",2672,3,0.98,"0.0594","Module_31"
"481","GO:0051015","actin filament binding",8,1,0.01,"0.0059","Module_32"
"482","GO:0044877","protein-containing complex binding",33,1,0.02,"0.0240","Module_32"
"483","GO:0003779","actin binding",34,1,0.02,"0.0247","Module_32"
"484","GO:0008171","O-methyltransferase activity",54,1,0.04,"0.0390","Module_32"
"485","GO:0046983","protein dimerization activity",454,2,0.33,"0.0423","Module_32"
"486","GO:0004722","protein serine/threonine phosphatase act...",76,1,0.06,"0.0545","Module_32"
"487","GO:0016627","oxidoreductase activity, acting on the C...",95,1,0.07,"0.0676","Module_32"
"488","GO:0005488","binding",11256,11,8.27,"0.0736","Module_32"
"489","GO:0004721","phosphoprotein phosphatase activity",110,1,0.08,"0.0779","Module_32"
"490","GO:0008092","cytoskeletal protein binding",120,1,0.09,"0.0847","Module_32"
"491","GO:0050660","flavin adenine dinucleotide binding",146,1,0.11,"0.1022","Module_32"
"492","GO:0016791","phosphatase activity",187,1,0.14,"0.1291","Module_32"
"493","GO:0003676","nucleic acid binding",2927,4,2.15,"0.1533","Module_32"
"494","GO:0042578","phosphoric ester hydrolase activity",240,1,0.18,"0.1628","Module_32"
"495","GO:0008168","methyltransferase activity",283,1,0.21,"0.1893","Module_32"
"496","GO:0030170","pyridoxal phosphate binding",73,2,0.11,"0.0055","Module_33"
"497","GO:0070279","vitamin B6 binding",73,2,0.11,"0.0055","Module_33"
"498","GO:0008661","1-deoxy-D-xylulose-5-phosphate synthase ...",6,1,0.01,"0.0092","Module_33"
"499","GO:0008964","phosphoenolpyruvate carboxylase activity",6,1,0.01,"0.0092","Module_33"
"500","GO:0051766","inositol trisphosphate kinase activity",7,1,0.01,"0.0107","Module_33"
"501","GO:0019842","vitamin binding",104,2,0.16,"0.0110","Module_33"
"502","GO:0003995","acyl-CoA dehydrogenase activity",8,1,0.01,"0.0122","Module_33"
"503","GO:0004611","phosphoenolpyruvate carboxykinase activi...",11,1,0.02,"0.0167","Module_33"
"504","GO:0004616","phosphogluconate dehydrogenase (decarbox...",12,1,0.02,"0.0182","Module_33"
"505","GO:0016744","transketolase or transaldolase activity",14,1,0.02,"0.0212","Module_33"
"506","GO:0008138","protein tyrosine/serine/threonine phosph...",17,1,0.03,"0.0257","Module_33"
"507","GO:0008236","serine-type peptidase activity",183,2,0.28,"0.0316","Module_33"
"508","GO:0017171","serine hydrolase activity",183,2,0.28,"0.0316","Module_33"
"509","GO:0008233","peptidase activity",464,3,0.71,"0.0330","Module_33"
"510","GO:0008483","transaminase activity",24,1,0.04,"0.0361","Module_33"
"511","GO:0015035","protein-disulfide reductase activity",100,2,0.1,"0.0048","Module_34"
"512","GO:0015036","disulfide oxidoreductase activity",100,2,0.1,"0.0048","Module_34"
"513","GO:0003978","UDP-glucose 4-epimerase activity",7,1,0.01,"0.0073","Module_34"
"514","GO:0016667","oxidoreductase activity, acting on a sul...",126,2,0.13,"0.0074","Module_34"
"515","GO:0016857","racemase and epimerase activity, acting ...",13,1,0.01,"0.0135","Module_34"
"516","GO:0016853","isomerase activity",191,2,0.2,"0.0165","Module_34"
"517","GO:0016854","racemase and epimerase activity",16,1,0.02,"0.0165","Module_34"
"518","GO:0140096","catalytic activity, acting on a protein",2189,6,2.28,"0.0191","Module_34"
"519","GO:0016620","oxidoreductase activity, acting on the a...",48,1,0.05,"0.0488","Module_34"
"520","GO:0003824","catalytic activity",7792,12,8.11,"0.0491","Module_34"
"521","GO:0016903","oxidoreductase activity, acting on the a...",59,1,0.06,"0.0597","Module_34"
"522","GO:0008234","cysteine-type peptidase activity",70,1,0.07,"0.0705","Module_34"
"523","GO:0008233","peptidase activity",464,2,0.48,"0.0827","Module_34"
"524","GO:0016491","oxidoreductase activity",1696,4,1.77,"0.0921","Module_34"
"525","GO:0004190","aspartic-type endopeptidase activity",93,1,0.1,"0.0926","Module_34"
"526","GO:0008964","phosphoenolpyruvate carboxylase activity",6,1,0.01,"0.0055","Module_35"
"527","GO:0003995","acyl-CoA dehydrogenase activity",8,1,0.01,"0.0073","Module_35"
"528","GO:0004611","phosphoenolpyruvate carboxykinase activi...",11,1,0.01,"0.0101","Module_35"
"529","GO:0004866","endopeptidase inhibitor activity",43,1,0.04,"0.0388","Module_35"
"530","GO:0016831","carboxy-lyase activity",43,1,0.04,"0.0388","Module_35"
"531","GO:0061135","endopeptidase regulator activity",43,1,0.04,"0.0388","Module_35"
"532","GO:0030414","peptidase inhibitor activity",44,1,0.04,"0.0397","Module_35"
"533","GO:0061134","peptidase regulator activity",44,1,0.04,"0.0397","Module_35"
"534","GO:0003735","structural constituent of ribosome",351,2,0.32,"0.0402","Module_35"
"535","GO:0003690","double-stranded DNA binding",52,1,0.05,"0.0467","Module_35"
"536","GO:0005198","structural molecule activity",398,2,0.37,"0.0505","Module_35"
"537","GO:0016830","carbon-carbon lyase activity",73,1,0.07,"0.0650","Module_35"
"538","GO:0016627","oxidoreductase activity, acting on the C...",95,1,0.09,"0.0838","Module_35"
"539","GO:0004842","ubiquitin-protein transferase activity",119,1,0.11,"0.1039","Module_35"
"540","GO:0019787","ubiquitin-like protein transferase activ...",124,1,0.11,"0.1081","Module_35"
"541","GO:0003824","catalytic activity",7792,15,8.59,"0.0021","Module_36"
"542","GO:0004420","hydroxymethylglutaryl-CoA reductase (NAD...",5,1,0.01,"0.0055","Module_36"
"543","GO:0015018","galactosylgalactosylxylosylprotein 3-bet...",5,1,0.01,"0.0055","Module_36"
"544","GO:0008725","DNA-3-methyladenine glycosylase activity",7,1,0.01,"0.0077","Module_36"
"545","GO:0015020","glucuronosyltransferase activity",7,1,0.01,"0.0077","Module_36"
"546","GO:0043733","DNA-3-methylbase glycosylase activity",7,1,0.01,"0.0077","Module_36"
"547","GO:0051766","inositol trisphosphate kinase activity",7,1,0.01,"0.0077","Module_36"
"548","GO:0008242","omega peptidase activity",8,1,0.01,"0.0088","Module_36"
"549","GO:0003905","alkylbase DNA N-glycosylase activity",9,1,0.01,"0.0099","Module_36"
"550","GO:0019104","DNA N-glycosylase activity",12,1,0.01,"0.0132","Module_36"
"551","GO:0008233","peptidase activity",464,3,0.51,"0.0135","Module_36"
"552","GO:0046912","acyltransferase activity, acyl groups co...",13,1,0.01,"0.0142","Module_36"
"553","GO:0016799","hydrolase activity, hydrolyzing N-glycos...",14,1,0.02,"0.0153","Module_36"
"554","GO:0008236","serine-type peptidase activity",183,2,0.2,"0.0170","Module_36"
"555","GO:0017171","serine hydrolase activity",183,2,0.2,"0.0170","Module_36"
"556","GO:0004866","endopeptidase inhibitor activity",43,2,0.06,"0.0017","Module_37"
"557","GO:0061135","endopeptidase regulator activity",43,2,0.06,"0.0017","Module_37"
"558","GO:0030414","peptidase inhibitor activity",44,2,0.06,"0.0017","Module_37"
"559","GO:0061134","peptidase regulator activity",44,2,0.06,"0.0017","Module_37"
"560","GO:0004869","cysteine-type endopeptidase inhibitor ac...",11,1,0.02,"0.0154","Module_37"
"561","GO:0046912","acyltransferase activity, acyl groups co...",13,1,0.02,"0.0182","Module_37"
"562","GO:0004857","enzyme inhibitor activity",156,2,0.22,"0.0201","Module_37"
"563","GO:0051087","chaperone binding",26,1,0.04,"0.0360","Module_37"
"564","GO:0030234","enzyme regulator activity",218,2,0.31,"0.0373","Module_37"
"565","GO:0098772","molecular function regulator activity",232,2,0.33,"0.0418","Module_37"
"566","GO:0003735","structural constituent of ribosome",351,2,0.49,"0.0867","Module_37"
"567","GO:0051536","iron-sulfur cluster binding",78,1,0.11,"0.1043","Module_37"
"568","GO:0051540","metal cluster binding",78,1,0.11,"0.1043","Module_37"
"569","GO:0005198","structural molecule activity",398,2,0.56,"0.1072","Module_37"
"570","GO:0016491","oxidoreductase activity",1696,4,2.39,"0.2114","Module_37"
"571","GO:0003824","catalytic activity",7792,17,10.5,"0.0046","Module_38"
"572","GO:0003997","acyl-CoA oxidase activity",5,1,0.01,"0.0067","Module_38"
"573","GO:0016627","oxidoreductase activity, acting on the C...",95,2,0.13,"0.0072","Module_38"
"574","GO:0003913","DNA photolyase activity",7,1,0.01,"0.0094","Module_38"
"575","GO:0004664","prephenate dehydratase activity",7,1,0.01,"0.0094","Module_38"
"576","GO:0003995","acyl-CoA dehydrogenase activity",8,1,0.01,"0.0107","Module_38"
"577","GO:0016634","oxidoreductase activity, acting on the C...",9,1,0.01,"0.0121","Module_38"
"578","GO:0005506","iron ion binding",395,3,0.53,"0.0154","Module_38"
"579","GO:0016491","oxidoreductase activity",1696,6,2.28,"0.0215","Module_38"
"580","GO:0016740","transferase activity",3005,8,4.05,"0.0361","Module_38"
"581","GO:0016829","lyase activity",231,2,0.31,"0.0382","Module_38"
"582","GO:0005516","calmodulin binding",29,1,0.04,"0.0384","Module_38"
"583","GO:0016747","acyltransferase activity, transferring g...",246,2,0.33,"0.0428","Module_38"
"584","GO:0046914","transition metal ion binding",1574,5,2.12,"0.0544","Module_38"
"585","GO:0016746","acyltransferase activity",292,2,0.39,"0.0582","Module_38"
"586","GO:0004743","pyruvate kinase activity",13,1,0.01,"0.0056","Module_39"
"587","GO:0030955","potassium ion binding",15,1,0.01,"0.0064","Module_39"
"588","GO:0031420","alkali metal ion binding",15,1,0.01,"0.0064","Module_39"
"589","GO:0015035","protein-disulfide reductase activity",100,1,0.04,"0.0421","Module_39"
"590","GO:0015036","disulfide oxidoreductase activity",100,1,0.04,"0.0421","Module_39"
"591","GO:0000287","magnesium ion binding",121,1,0.05,"0.0507","Module_39"
"592","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.05,"0.0528","Module_39"
"593","GO:0009055","electron transfer activity",191,1,0.08,"0.0791","Module_39"
"594","GO:0016773","phosphotransferase activity, alcohol gro...",1437,2,0.62,"0.1208","Module_39"
"595","GO:0016772","transferase activity, transferring phosp...",1654,2,0.71,"0.1529","Module_39"
"596","GO:0046983","protein dimerization activity",454,1,0.19,"0.1791","Module_39"
"597","GO:0140096","catalytic activity, acting on a protein",2189,2,0.94,"0.2392","Module_39"
"598","GO:0004713","protein tyrosine kinase activity",747,1,0.32,"0.2795","Module_39"
"599","GO:0005488","binding",11256,6,4.82,"0.3071","Module_39"
"600","GO:0003676","nucleic acid binding",2927,2,1.25,"0.3655","Module_39"
"601","GO:0004332","fructose-bisphosphate aldolase activity",6,1,0,"0.0026","Module_40"
"602","GO:0016832","aldehyde-lyase activity",9,1,0,"0.0039","Module_40"
"603","GO:0008270","zinc ion binding",1053,3,0.45,"0.0077","Module_40"
"604","GO:0016818","hydrolase activity, acting on acid anhyd...",339,2,0.15,"0.0084","Module_40"
"605","GO:0016817","hydrolase activity, acting on acid anhyd...",349,2,0.15,"0.0089","Module_40"
"606","GO:0008081","phosphoric diester hydrolase activity",48,1,0.02,"0.0204","Module_40"
"607","GO:0008667","2,3-dihydro-2,3-dihydroxybenzoate dehydr...",48,1,0.02,"0.0204","Module_40"
"608","GO:0046914","transition metal ion binding",1574,3,0.67,"0.0232","Module_40"
"609","GO:0016628","oxidoreductase activity, acting on the C...",58,1,0.02,"0.0246","Module_40"
"610","GO:0016830","carbon-carbon lyase activity",73,1,0.03,"0.0309","Module_40"
"611","GO:0016627","oxidoreductase activity, acting on the C...",95,1,0.04,"0.0400","Module_40"
"612","GO:0003924","GTPase activity",125,1,0.05,"0.0524","Module_40"
"613","GO:0046872","metal ion binding",2419,3,1.04,"0.0714","Module_40"
"614","GO:0043169","cation binding",2432,3,1.04,"0.0724","Module_40"
"615","GO:0005525","GTP binding",227,1,0.1,"0.0934","Module_40"
"616","GO:0003995","acyl-CoA dehydrogenase activity",8,1,0.01,"0.0078","Module_41"
"617","GO:0033743","peptide-methionine (R)-S-oxide reductase...",10,1,0.01,"0.0098","Module_41"
"618","GO:0004743","pyruvate kinase activity",13,1,0.01,"0.0127","Module_41"
"619","GO:0030955","potassium ion binding",15,1,0.01,"0.0146","Module_41"
"620","GO:0031420","alkali metal ion binding",15,1,0.01,"0.0146","Module_41"
"621","GO:0016671","oxidoreductase activity, acting on a sul...",18,1,0.02,"0.0175","Module_41"
"622","GO:0008234","cysteine-type peptidase activity",70,1,0.07,"0.0665","Module_41"
"623","GO:0008233","peptidase activity",464,2,0.45,"0.0744","Module_41"
"624","GO:0016491","oxidoreductase activity",1696,4,1.66,"0.0765","Module_41"
"625","GO:0016627","oxidoreductase activity, acting on the C...",95,1,0.09,"0.0892","Module_41"
"626","GO:0004252","serine-type endopeptidase activity",114,1,0.11,"0.1061","Module_41"
"627","GO:0000287","magnesium ion binding",121,1,0.12,"0.1122","Module_41"
"628","GO:0016667","oxidoreductase activity, acting on a sul...",126,1,0.12,"0.1166","Module_41"
"629","GO:0050660","flavin adenine dinucleotide binding",146,1,0.14,"0.1339","Module_41"
"630","GO:0016787","hydrolase activity",2144,4,2.1,"0.1487","Module_41"
"631","GO:0016772","transferase activity, transferring phosp...",1654,9,2.53,"0.00050","Module_42"
"632","GO:0004713","protein tyrosine kinase activity",747,6,1.14,"0.00075","Module_42"
"633","GO:0016651","oxidoreductase activity, acting on NAD(P...",35,2,0.05,"0.00130","Module_42"
"634","GO:0004672","protein kinase activity",1296,7,1.98,"0.00262","Module_42"
"635","GO:0016740","transferase activity",3005,11,4.6,"0.00281","Module_42"
"636","GO:0140096","catalytic activity, acting on a protein",2189,9,3.35,"0.00371","Module_42"
"637","GO:0003824","catalytic activity",7792,19,11.93,"0.00379","Module_42"
"638","GO:0016773","phosphotransferase activity, alcohol gro...",1437,7,2.2,"0.00469","Module_42"
"639","GO:0016301","kinase activity",1456,7,2.23,"0.00505","Module_42"
"640","GO:0005509","calcium ion binding",253,3,0.39,"0.00657","Module_42"
"641","GO:0070569","uridylyltransferase activity",8,1,0.01,"0.01218","Module_42"
"642","GO:0050664","oxidoreductase activity, acting on NAD(P...",10,1,0.02,"0.01521","Module_42"
"643","GO:0043022","ribosome binding",11,1,0.02,"0.01672","Module_42"
"644","GO:0003954","NADH dehydrogenase activity",12,1,0.02,"0.01822","Module_42"
"645","GO:0003955","NAD(P)H dehydrogenase (quinone) activity",12,1,0.02,"0.01822","Module_42"
"646","GO:0003913","DNA photolyase activity",7,1,0.01,"0.0064","Module_43"
"647","GO:0032549","ribonucleoside binding",7,1,0.01,"0.0064","Module_43"
"648","GO:0001882","nucleoside binding",8,1,0.01,"0.0073","Module_43"
"649","GO:0016308","1-phosphatidylinositol-4-phosphate 5-kin...",8,1,0.01,"0.0073","Module_43"
"650","GO:0016307","phosphatidylinositol phosphate kinase ac...",16,1,0.01,"0.0146","Module_43"
"651","GO:0030234","enzyme regulator activity",218,2,0.2,"0.0166","Module_43"
"652","GO:0098772","molecular function regulator activity",232,2,0.21,"0.0187","Module_43"
"653","GO:0005096","GTPase activator activity",29,1,0.03,"0.0263","Module_43"
"654","GO:0008047","enzyme activator activity",36,1,0.03,"0.0326","Module_43"
"655","GO:0030695","GTPase regulator activity",40,1,0.04,"0.0361","Module_43"
"656","GO:0060589","nucleoside-triphosphatase regulator acti...",40,1,0.04,"0.0361","Module_43"
"657","GO:0140640","catalytic activity, acting on a nucleic ...",388,2,0.36,"0.0482","Module_43"
"658","GO:0004519","endonuclease activity",63,1,0.06,"0.0564","Module_43"
"659","GO:0003899","DNA-directed 5'-3' RNA polymerase activi...",64,1,0.06,"0.0572","Module_43"
"660","GO:0016810","hydrolase activity, acting on carbon-nit...",67,1,0.06,"0.0598","Module_43"
"661","GO:0008168","methyltransferase activity",283,3,0.17,"0.00056","Module_44"
