Feature_1,Feature_2,biore_full,diff_mz,diff_rt,elution,Similarity_score,spearman_cor
X409_382.2023_7.73_pos ,X840_391.1923_7.32_pos,,,,,0.716320264,0.754794943
X396_581.1565_7.02_pos ,X65_597.1482_6.47_pos,"""Oxygenation""",-15.9917,0.55,-1,,0.675732347
X3938_345.2627_10.98_pos ,X7471_515.1179_10.84_pos,,,,,0.919958947,0.660437866
X3938_345.2627_10.98_pos ,X4431_291.1888_10.55_pos,,,,,0.985239734,0.769596053
X3935_368.1918_8.19_pos ,X545_344.2279_5.38_pos,,,,,0.716344528,0.690040086
X3876_475.2475_5.51_pos ,X8948_457.2369_6.83_pos,"""Hydration""",18.0106,-1.32,-1,,0.7613321
X3876_475.2475_5.51_pos ,X7994_543.3139_8.18_pos,"""Isoprenylation""",-68.0664,-2.67,1,,0.736540241
X3876_475.2475_5.51_pos ,X8970_457.2377_7.39_pos,"""Hydration""",18.0098,-1.88,-1,,0.748134443
X3876_475.2475_5.51_pos ,X7536_543.3142_8.67_pos,"""Isoprenylation""",-68.0667,-3.16,1,,0.730866482
X3876_475.2475_5.51_pos ,X561_457.2422_7.70_pos,"""Hydration""",18.0053,-2.19,-1,,0.832254086
X3856_261.1098_11.59_pos ,X647_157.0836_3.89_pos,,,,,0.714966821,0.914030219
X3856_261.1098_11.59_pos ,X5322_279.1376_3.86_pos,,,,,0.730370596,0.757385137
X3856_261.1098_11.59_pos ,X5000_157.0835_3.68_pos,,,,,0.712469982,0.855195806
X3856_261.1098_11.59_pos ,X493_272.2583_11.53_pos,,,,,0.98999898,0.856922603
X361_174.0757_5.21_pos ,X941_134.0812_3.78_pos,,,,,0.678526675,0.670428615
X361_174.0757_5.21_pos ,X639_179.0905_6.59_pos,,,,,0.846882145,0.824236818
X361_174.0757_5.21_pos ,X493_272.2583_11.53_pos,,,,,0.67485046,0.653654024
X357_250.1089_8.38_pos ,X699_268.1227_3.42_pos,"""Hydration""",-18.0138,4.96,-1,,0.760345359
X35_423.1229_6.67_pos ,X70_407.1228_9.65_pos,"""Oxygenation""",16.0001,-2.98,-1,,0.746037619
X3412_375.2379_7.83_pos ,X7477_387.2006_6.39_pos,,,,,0.739886821,0.692013568
X3412_375.2379_7.83_pos ,X7446_517.2256_7.39_pos,,,,,0.727474118,0.679062596
X3364_233.1145_9.16_pos ,X639_179.0905_6.59_pos,,,,,0.932955231,0.732839963
X3364_233.1145_9.16_pos ,X5322_279.1376_3.86_pos,,,,,0.816332488,0.826456984
X3364_233.1145_9.16_pos ,X647_157.0836_3.89_pos,,,,,0.778860563,0.755905026
X3364_233.1145_9.16_pos ,X412_146.1170_2.11_pos,,,,,0.659361368,0.665248227
X3364_233.1145_9.16_pos ,X3856_261.1098_11.59_pos,,,,,0.898426391,0.765525748
X3364_233.1145_9.16_pos ,X5000_157.0835_3.68_pos,,,,,0.806225386,0.700030836
X3364_233.1145_9.16_pos ,X493_272.2583_11.53_pos,,,,,0.886073683,0.757755165
X3327_181.1226_12.21_pos ,X3364_233.1145_9.16_pos,,,,,0.688098086,0.77662658
X3327_181.1226_12.21_pos ,X493_272.2583_11.53_pos,,,,,0.898755063,0.723589269
X3327_181.1226_12.21_pos ,X3856_261.1098_11.59_pos,,,,,0.879335957,0.746901018
X3319_591.2059_6.79_pos ,X934_561.1943_5.79_pos,"""Methoxylation""",30.0116,1,0,,0.720629047
X3319_591.2059_6.79_pos ,X910_589.1909_7.65_pos,"""Reduction""",2.015,-0.86,-1,,0.6582177
X3319_591.2059_6.79_pos ,X7446_517.2256_7.39_pos,,,,,0.793756734,0.697317299
X326_391.1504_6.90_pos ,X812_407.1472_6.31_pos,"""Oxygenation""",-15.9968,0.59,-1,,0.671785384
X2_433.1132_6.96_pos ,X326_391.1504_6.90_pos,,,,,0.932496472,0.748257786
X3245_453.3437_6.72_pos ,X751_591.3587_7.33_pos,,,,,0.711564154,0.850385446
X3245_453.3437_6.72_pos ,X3932_251.1618_8.99_pos,,,,,0.718414608,0.821153253
X3115_408.2227_9.29_pos ,X9186_438.2335_10.15_pos,"""Methoxylation""",-30.0108,-0.86,0,,0.791797718
X3107_427.1594_7.00_pos ,X575_441.1742_8.73_pos,"""Methylation""",-14.0148,-1.73,1,,0.693370336
X3107_427.1594_7.00_pos ,X476_441.1807_8.51_pos,"""Methylation""",-14.0213,-1.51,1,,0.696700586
X3107_427.1594_7.00_pos ,X908_469.1681_5.71_pos,"""Acetylation""",-42.0087,1.29,0,,0.674622263
X3107_427.1594_7.00_pos ,X8370_469.1687_10.50_pos,"""Acetylation""",-42.0093,-3.5,0,,0.690533457
X3107_427.1594_7.00_pos ,X7405_703.2801_8.25_pos,,,,,0.67484621,0.69978415
X3107_427.1594_7.00_pos ,X695_441.1761_7.95_pos,"""Methylation""",-14.0167,-0.95,1,0.863647731,0.76564909
X3107_427.1594_7.00_pos ,X9333_609.2180_7.74_pos,,,,,0.913398019,0.718655566
X3107_427.1594_7.00_pos ,X916_499.2110_7.21_pos,,,,,0.893069809,0.720382362
X3073_384.1289_7.69_pos ,X7448_437.1053_7.63_pos,,,,,0.75732386,0.68066605
X3016_299.1101_10.68_pos ,X647_157.0836_3.89_pos,,,,,0.776091018,0.927967931
X3016_299.1101_10.68_pos ,X5322_279.1376_3.86_pos,,,,,0.799697499,0.74653099
X3016_299.1101_10.68_pos ,X9815_279.0412_10.67_pos,,,,,0.994674535,0.664014801
X3016_299.1101_10.68_pos ,X412_146.1170_2.11_pos,,,,,0.673226952,0.697317299
X3016_299.1101_10.68_pos ,X3856_261.1098_11.59_pos,,,,,0.973973985,0.961270429
X3016_299.1101_10.68_pos ,X5000_157.0835_3.68_pos,,,,,0.791269193,0.876904101
X3016_299.1101_10.68_pos ,X493_272.2583_11.53_pos,,,,,0.964299856,0.866049954
X3016_299.1101_10.68_pos ,X3364_233.1145_9.16_pos,,,,,0.949086499,0.802158495
X3016_299.1101_10.68_pos ,X3327_181.1226_12.21_pos,,,,,0.807118493,0.683009559
X29709_346.1423_5.39_pos ,X9434_398.1082_5.49_pos,,,,,0.744846129,0.676102374
X29709_346.1423_5.39_pos ,X908_469.1681_5.71_pos,,,,,0.829688104,0.733950046
X2945_219.1744_9.28_pos ,X597_221.1846_8.49_pos,"""Reduction""",-2.0102,0.79,-1,,0.689670059
X2909_523.3472_9.90_pos ,X7728_541.3581_7.46_pos,"""Hydration""",-18.0109,2.44,-1,,0.874190564
X2889_423.2347_10.38_pos ,X8886_441.2464_8.89_pos,"""Hydration""",-18.0117,1.49,-1,,0.72457601
X2857_373.1796_6.29_pos ,X903_357.1904_7.60_pos,"""Oxygenation""",15.9892,-1.31,-1,,0.66204132
X2857_373.1796_6.29_pos ,X9252_439.0852_7.20_pos,,,,,0.670179991,0.655627505
X2857_373.1796_6.29_pos ,X4454_389.1515_8.29_pos,,,,,0.74987445,0.684613013
X2857_373.1796_6.29_pos ,X9548_359.0786_7.94_pos,,,,,0.817258774,0.688559975
X2857_373.1796_6.29_pos ,X9333_609.2180_7.74_pos,,,,,0.870534067,0.661301264
X2773_211.1353_10.18_pos ,X647_157.0836_3.89_pos,,,,,0.765549116,0.900585877
X2773_211.1353_10.18_pos ,X5322_279.1376_3.86_pos,,,,,0.796394394,0.791674376
X2773_211.1353_10.18_pos ,X576_197.1170_7.62_pos,"""Methylation""",14.0183,2.56,1,,0.767499229
X2773_211.1353_10.18_pos ,X9815_279.0412_10.67_pos,,,,,0.979099917,0.747394388
X2773_211.1353_10.18_pos ,X412_146.1170_2.11_pos,,,,,0.665288504,0.775269812
X2773_211.1353_10.18_pos ,X3856_261.1098_11.59_pos,,,,,0.958189808,0.879987666
X2773_211.1353_10.18_pos ,X5000_157.0835_3.68_pos,,,,,0.773040582,0.844588344
X2773_211.1353_10.18_pos ,X493_272.2583_11.53_pos,,,,,0.956321209,0.863829787
X2773_211.1353_10.18_pos ,X3327_181.1226_12.21_pos,"""Methoxylation""",30.0127,-2.03,0,0.813084416,0.677212458
X2773_211.1353_10.18_pos ,X3016_299.1101_10.68_pos,,,,,0.98346917,0.87493062
X2773_211.1353_10.18_pos ,X361_174.0757_5.21_pos,,,,,0.767308387,0.692753623
X2773_211.1353_10.18_pos ,X3364_233.1145_9.16_pos,,,,,0.954372261,0.758865248
X2724_386.1021_6.67_pos ,X695_441.1761_7.95_pos,,,,,0.863647731,0.807092199
X2724_386.1021_6.67_pos ,X3107_427.1594_7.00_pos,,,,,1,0.735800185
X27_727.2082_6.68_pos ,X9_743.2029_6.19_pos,"""Oxygenation""",-15.9947,0.49,-1,,0.719765649
X2670_333.1899_5.35_pos ,X9148_373.1808_7.22_pos,,,,,0.821735322,0.864569843
X25351_415.2247_7.42_pos ,X9018_360.1678_6.68_pos,,,,,0.995160169,0.755658341
X25351_415.2247_7.42_pos ,X7405_703.2801_8.25_pos,,,,,0.67484621,0.783410422
X25351_415.2247_7.42_pos ,X8970_457.2377_7.39_pos,"""Acetylation""",-42.013,0.03,0,,0.726179463
X25351_415.2247_7.42_pos ,X9135_453.1430_6.67_pos,,,,,0.75765381,0.658094357
X25351_415.2247_7.42_pos ,X3107_427.1594_7.00_pos,,,,,1,0.694233734
X25022_314.0876_6.07_pos ,X8943_297.0642_5.96_pos,,,,,0.685552882,0.863583102
X25022_314.0876_6.07_pos ,X8963_314.0876_6.07_pos,,,,,1,0.989639223
X250_567.1336_7.02_pos ,X65_597.1482_6.47_pos,"""Methoxylation""",-30.0146,0.55,0,,0.837434474
X2477_296.0753_4.65_pos ,X8943_297.0642_5.96_pos,,,,,0.730282185,0.807092199
X2477_296.0753_4.65_pos ,X25022_314.0876_6.07_pos,,,,,0.714390699,0.820783225
X2477_296.0753_4.65_pos ,X9472_310.0923_5.78_pos,"""Methylation""",-14.017,-1.13,1,,0.668208449
X2477_296.0753_4.65_pos ,X8963_314.0876_6.07_pos,,,,,0.714390699,0.816836263
X2447_161.0962_8.06_pos ,X493_272.2583_11.53_pos,,,,,0.674254151,0.675732347
X2447_161.0962_8.06_pos ,X3856_261.1098_11.59_pos,,,,,0.685801886,0.701880974
X2447_161.0962_8.06_pos ,X639_179.0905_6.59_pos,,,,,0.76054437,0.690163429
X2447_161.0962_8.06_pos ,X5000_157.0835_3.68_pos,,,,,0.654864786,0.653407339
X2447_161.0962_8.06_pos ,X3364_233.1145_9.16_pos,,,,,0.801817947,0.7097749
X2419_367.1491_4.19_pos ,X4_205.0992_4.29_pos,"""Hexose""",162.0499,-0.1,-1,,0.683379587
X2413_563.3395_7.46_pos ,X7419_545.3298_9.29_pos,"""Hydration""",18.0097,-1.83,-1,,0.880234351
X2413_563.3395_7.46_pos ,X345_547.3445_9.56_pos,"""Oxygenation""",15.995,-2.1,-1,,0.832624113
X1459_517.2103_8.80_pos ,X9586_355.1504_9.39_pos,"""Hexose""",162.0599,-0.59,-1,,0.779833488
X2401_479.1778_6.22_pos ,X351_390.1133_6.21_pos,,,,,0.968638411,0.673388837
X2382_405.1657_8.34_pos ,X373_391.1497_7.06_pos,"""Methylation""",14.016,1.28,1,,0.730989824
X2382_405.1657_8.34_pos ,X326_391.1504_6.90_pos,"""Methylation""",14.0153,1.44,1,,0.761702128
X2369_355.1494_3.74_pos ,X5094_369.1649_5.18_pos,"""Methylation""",-14.0155,-1.44,1,,0.738267037
X2369_355.1494_3.74_pos ,X2461_369.1656_4.90_pos,"""Methylation""",-14.0162,-1.16,1,,0.719518964
X2354_367.1501_3.57_pos ,X324_383.1449_2.96_pos,"""Oxygenation""",-15.9948,0.61,-1,,0.733086648
X23480_477.1070_8.10_pos ,X9136_499.0804_8.60_pos,,,,,0.781315747,0.674128893
X2346_561.1946_6.26_pos ,X9018_360.1678_6.68_pos,,,,,0.995113015,0.670428615
X2346_561.1946_6.26_pos ,X7851_542.2606_7.46_pos,,,,,0.703019031,0.70212766
X2346_561.1946_6.26_pos ,X3319_591.2059_6.79_pos,"""Methoxylation""",-30.0113,-0.53,0,,0.717668825
X2346_561.1946_6.26_pos ,X4454_389.1515_8.29_pos,,,,,0.824673376,0.687449892
X22718_365.0690_5.10_pos ,X725_381.1223_5.09_pos,,,,,0.899417952,0.811779217
X22703_234.5830_5.70_pos ,X25_227.1291_5.70_pos,,,,,0.961498718,0.873080481
X2249_469.2057_9.26_pos ,X9782_453.2116_9.47_pos,"""Oxygenation""",15.9941,-0.21,-1,,0.747271045
X2249_469.2057_9.26_pos ,X9581_395.1388_9.28_pos,,,,,0.769932737,0.757385137
X22400_231.0591_6.82_pos ,X347_374.1457_6.82_pos,,,,,0.728263931,0.686586494
X2219_337.1020_5.10_pos ,X8879_367.1148_4.99_pos,"""Methoxylation""",-30.0128,0.11,0,,0.653283996
X2174_172.1693_12.30_pos ,X655_130.1592_5.09_pos,"""Acetylation""",42.0101,7.21,0,,0.729509713
X163_158.1540_12.30_pos ,X2174_172.1693_12.30_pos,,,,,0.946765501,0.725686093
X163_158.1540_12.30_pos ,X80_172.1696_12.91_pos,"""Methylation""",-14.0156,-0.61,1,,0.77280296
X15620_543.3140_7.82_pos ,X9180_541.2984_8.27_pos,"""Reduction""",2.0156,-0.45,-1,,0.930558125
X15620_543.3140_7.82_pos ,X1913_525.3036_11.04_pos,"""Hydration""",18.0104,-3.22,-1,,0.888004934
X15620_543.3140_7.82_pos ,X9096_525.3043_9.21_pos,"""Hydration""",18.0097,-1.39,-1,,0.921307431
X15620_543.3140_7.82_pos ,X3876_475.2475_5.51_pos,"""Isoprenylation""",68.0665,2.31,1,,0.727289547
X2167_455.1918_9.76_pos ,X4503_437.1785_10.99_pos,"""Hydration""",18.0133,-1.23,-1,,0.67301881
X2164_433.1133_8.10_pos ,X837_370.7357_7.97_pos,,,,,0.828819432,0.660684551
X2164_433.1133_8.10_pos ,X659_444.2442_8.09_pos,,,,,0.999908817,0.777489978
X2154_440.2493_6.40_pos ,X9186_438.2335_10.15_pos,"""Reduction""",2.0158,-3.75,-1,,0.724205982
X2150_249.1574_4.87_pos ,X751_591.3587_7.33_pos,,,,,0.733388443,0.654147394
X2150_249.1574_4.87_pos ,X3932_251.1618_8.99_pos,,,,,0.817085479,0.724329325
X2150_249.1574_4.87_pos ,X3245_453.3437_6.72_pos,,,,,0.922866217,0.852728955
X215_465.1031_7.09_pos ,X4821_627.1560_6.07_pos,"""Hexose""",-162.0529,1.02,-1,,0.672032069
X2134_205.1435_11.39_pos ,X647_157.0836_3.89_pos,,,,,0.73514449,0.659944496
X20972_476.1985_6.83_pos ,X9192_506.2050_7.32_pos,"""Methoxylation""",-30.0065,-0.49,0,,0.815109467
X1900_416.2491_6.82_pos ,X897_254.1903_10.18_pos,"""Hexose""",162.0588,-3.36,-1,,0.660561209
X1900_416.2491_6.82_pos ,X2269_446.2598_6.28_pos,"""Methoxylation""",-30.0107,0.54,0,,0.867900093
X1900_416.2491_6.82_pos ,X655_130.1592_5.09_pos,,,,,0.714515958,0.810545791
X208_185.1148_7.79_pos ,X693_215.1254_5.70_pos,"""Methoxylation""",-30.0106,2.09,0,,0.811655874
X208_185.1148_7.79_pos ,X9815_279.0412_10.67_pos,,,,,0.760954562,0.730866482
X208_185.1148_7.79_pos ,X5000_157.0835_3.68_pos,,,,,0.686286357,0.916497071
X208_185.1148_7.79_pos ,X493_272.2583_11.53_pos,,,,,0.704105678,0.919703978
X208_185.1148_7.79_pos ,X647_157.0836_3.89_pos,,,,,0.658999974,0.964970706
X208_185.1148_7.79_pos ,X5322_279.1376_3.86_pos,,,,,0.738932562,0.74653099
X208_185.1148_7.79_pos ,X3016_299.1101_10.68_pos,,,,,0.780891745,0.89404872
X208_185.1148_7.79_pos ,X2773_211.1353_10.18_pos,,,,,0.813646594,0.908109775
X208_185.1148_7.79_pos ,X3856_261.1098_11.59_pos,,,,,0.723312865,0.868516805
X208_185.1148_7.79_pos ,X3364_233.1145_9.16_pos,,,,,0.866681751,0.747764416
X208_185.1148_7.79_pos ,X2134_205.1435_11.39_pos,,,,,0.728290016,0.777489978
X20552_523.2911_9.90_pos ,X9180_541.2984_8.27_pos,"""Hydration""",-18.0073,1.63,-1,,0.916867098
X20552_523.2911_9.90_pos ,X9096_525.3043_9.21_pos,"""Reduction""",-2.0132,0.69,-1,,0.878137527
X20552_523.2911_9.90_pos ,X9038_539.2833_9.01_pos,"""Oxygenation""",-15.9922,0.89,-1,,0.834227567
X2013_155.1067_9.72_pos ,X9815_279.0412_10.67_pos,,,,,0.927223485,0.746037619
X2013_155.1067_9.72_pos ,X647_157.0836_3.89_pos,,,,,0.726225556,0.964847364
X2013_155.1067_9.72_pos ,X576_197.1170_7.62_pos,"""Acetylation""",-42.0103,2.1,0,,0.721985816
X2013_155.1067_9.72_pos ,X493_272.2583_11.53_pos,,,,,0.872068964,0.906012951
X2013_155.1067_9.72_pos ,X3856_261.1098_11.59_pos,,,,,0.878337823,0.944002467
X2013_155.1067_9.72_pos ,X5322_279.1376_3.86_pos,,,,,0.741699931,0.759111933
X2013_155.1067_9.72_pos ,X5000_157.0835_3.68_pos,,,,,0.754263605,0.920937404
X2013_155.1067_9.72_pos ,X3016_299.1101_10.68_pos,,,,,0.931144306,0.937341967
X2013_155.1067_9.72_pos ,X2773_211.1353_10.18_pos,,,,,0.946707134,0.919457293
X2013_155.1067_9.72_pos ,X3364_233.1145_9.16_pos,,,,,0.933370674,0.773789701
X2013_155.1067_9.72_pos ,X3327_181.1226_12.21_pos,,,,,0.705458548,0.734073389
X2013_155.1067_9.72_pos ,X2447_161.0962_8.06_pos,,,,,0.720880652,0.739993833
X2013_155.1067_9.72_pos ,X208_185.1148_7.79_pos,"""Methoxylation""",-30.0081,1.93,0,0.772930382,0.930558125
X1983_193.1584_7.29_pos ,X3495_177.1605_10.36_pos,"""Oxygenation""",15.9979,-3.07,-1,,0.660807894
X1950_280.0824_5.30_pos ,X9472_310.0923_5.78_pos,"""Methoxylation""",-30.0099,-0.48,0,,0.657971014
X1950_280.0824_5.30_pos ,X9093_317.0663_8.99_pos,,,,,0.667181203,0.718162195
X1950_280.0824_5.30_pos ,X8837_165.0574_6.99_pos,,,,,0.69517687,0.796608079
X1950_280.0824_5.30_pos ,X9457_296.0723_4.23_pos,"""Oxygenation""",-15.9899,1.07,-1,,0.667221708
X1950_280.0824_5.30_pos ,X2477_296.0753_4.65_pos,"""Oxygenation""",-15.9929,0.65,-1,,0.770706136
X1950_280.0824_5.30_pos ,X8827_165.0578_6.82_pos,,,,,0.674709714,0.838791243
X19362_563.0343_7.08_pos ,X568_479.0825_7.05_pos,,,,,1,0.862719704
X1933_499.1811_5.95_pos ,X7021_371.2049_5.95_pos,,,,,0.830361095,0.689300031
X1933_499.1811_5.95_pos ,X2477_296.0753_4.65_pos,,,,,0.792241756,0.710144928
X1929_353.0613_6.17_pos ,X9_743.2029_6.19_pos,,,,,1,0.69546716
X1913_525.3036_11.04_pos ,X9180_541.2984_8.27_pos,"""Oxygenation""",-15.9948,2.77,-1,,0.916620413
X1913_525.3036_11.04_pos ,X8970_457.2377_7.39_pos,"""Isoprenylation""",68.0659,3.65,1,,0.788097441
X1913_525.3036_11.04_pos ,X7536_543.3142_8.67_pos,"""Hydration""",-18.0106,2.37,-1,,0.775886525
X1913_525.3036_11.04_pos ,X561_457.2422_7.70_pos,"""Isoprenylation""",68.0614,3.34,1,,0.651927228
X1913_525.3036_11.04_pos ,X8948_457.2369_6.83_pos,"""Isoprenylation""",68.0667,4.21,1,,0.68781992
X1913_525.3036_11.04_pos ,X7994_543.3139_8.18_pos,"""Hydration""",-18.0103,2.86,-1,,0.876410731
X1913_525.3036_11.04_pos ,X26174_543.3142_8.26_pos,"""Hydration""",-18.0106,2.78,-1,,0.781313599
X1219_807.3448_9.49_pos ,X877_805.3293_10.88_pos,"""Reduction""",2.0155,-1.39,-1,,0.764785692
X190_165.0629_8.88_pos ,X387_460.1268_9.38_pos,,,,,0.985233629,0.66919519
X1891_405.1657_8.51_pos ,X373_391.1497_7.06_pos,"""Methylation""",14.016,1.45,1,,0.751834721
X1891_405.1657_8.51_pos ,X326_391.1504_6.90_pos,"""Methylation""",14.0153,1.61,1,,0.781436941
X18510_697.1611_5.92_pos ,X8829_535.1087_8.09_pos,"""Hexose""",162.0524,-2.17,-1,,0.930928153
X1847_465.1732_5.80_pos ,X680_449.1785_7.30_pos,"""Oxygenation""",15.9947,-1.5,-1,,0.65871107
X1841_270.3155_13.25_pos ,X80_172.1696_12.91_pos,,,,,0.684494421,0.781436941
X1841_270.3155_13.25_pos ,X521_387.3217_12.90_pos,,,,,0.794086197,0.934875116
X1829_249.0625_10.27_pos ,X3016_299.1101_10.68_pos,,,,,0.964642668,0.652297256
X1829_249.0625_10.27_pos ,X208_185.1148_7.79_pos,,,,,0.813154494,0.674498921
X1829_249.0625_10.27_pos ,X5322_279.1376_3.86_pos,,,,,0.775139894,0.660314524
X1699_142.1228_7.21_pos ,X1778_100.1124_2.92_pos,"""Acetylation""",42.0104,4.29,0,,0.737280296
X1800_255.1567_10.11_pos ,X5322_279.1376_3.86_pos,,,,,0.804727005,0.730496454
X1800_255.1567_10.11_pos ,X5000_157.0835_3.68_pos,,,,,0.79486815,0.756768424
X1800_255.1567_10.11_pos ,X647_157.0836_3.89_pos,,,,,0.778249291,0.836324391
X1800_255.1567_10.11_pos ,X3364_233.1145_9.16_pos,,,,,0.962522838,0.683132902
X1800_255.1567_10.11_pos ,X3327_181.1226_12.21_pos,,,,,0.77078568,0.677089115
X1800_255.1567_10.11_pos ,X493_272.2583_11.53_pos,,,,,0.935875618,0.821153253
X1800_255.1567_10.11_pos ,X3856_261.1098_11.59_pos,,,,,0.948294584,0.945482578
X1800_255.1567_10.11_pos ,X208_185.1148_7.79_pos,,,,,0.81363951,0.802158495
X1800_255.1567_10.11_pos ,X2013_155.1067_9.72_pos,,,,,0.963248545,0.869380204
X1800_255.1567_10.11_pos ,X3016_299.1101_10.68_pos,,,,,0.982982647,0.897748998
X1800_255.1567_10.11_pos ,X2773_211.1353_10.18_pos,,,,,0.98059355,0.83533765
X17956_633.3080_7.42_pos ,X9135_453.1430_6.67_pos,,,,,0.757832648,0.7031144
X17799_367.2092_8.70_pos ,X4157_383.2100_8.48_pos,"""Oxygenation""",-16.0008,0.22,-1,,0.772556275
X17799_367.2092_8.70_pos ,X9817_483.2223_8.49_pos,"""Malate""",-116.0131,0.21,-1,,0.666604995
X1758_585.2869_8.69_pos ,X9624_423.2343_10.15_pos,"""Hexose""",162.0526,-1.46,-1,,0.672032069
X1758_585.2869_8.69_pos ,X2889_423.2347_10.38_pos,"""Hexose""",162.0522,-1.69,-1,,0.758988591
X1778_100.1124_2.92_pos ,X6_373.2455_5.40_pos,,,,,0.978700366,0.657477644
X1778_100.1124_2.92_pos ,X6978_373.0569_5.40_pos,,,,,0.978700366,0.693493679
X14409_465.2816_10.15_pos ,X9040_289.2524_12.38_pos,"""Hexuronic acid""",176.0292,-2.23,-1,,0.707678076
X1737_369.0725_5.23_pos ,X725_381.1223_5.09_pos,,,,,0.976010749,0.686463151
X17165_411.1963_7.37_pos ,X3472_429.2115_5.05_pos,"""Hydration""",-18.0152,2.32,-1,,0.663151403
X17165_411.1963_7.37_pos ,X17186_427.1882_4.36_pos,"""Oxygenation""",-15.9919,3.01,-1,,0.667591736
X17165_411.1963_7.37_pos ,X9005_409.1770_7.87_pos,"""Reduction""",2.0193,-0.5,-1,,0.7804502
X17158_259.1145_4.33_pos ,X594_301.1275_3.83_pos,"""Acetylation""",-42.013,0.5,0,,0.726919519
X17158_259.1145_4.33_pos ,X8953_267.1022_5.94_pos,,,,,0.800134724,0.758248535
X1686_405.1314_8.03_pos ,X812_407.1472_6.31_pos,"""Reduction""",-2.0158,1.72,-1,,0.725686093
X1686_405.1314_8.03_pos ,X840_391.1923_7.32_pos,,,,,0.664514867,0.731236509
X1686_405.1314_8.03_pos ,X3245_453.3437_6.72_pos,,,,,0.849879653,0.764539007
X1686_405.1314_8.03_pos ,X4800_297.0631_4.96_pos,,,,,0.867147274,0.723465927
X1686_405.1314_8.03_pos ,X3932_251.1618_8.99_pos,,,,,0.712574257,0.67351218
X16318_629.3149_8.34_pos ,X8976_611.3042_10.75_pos,"""Hydration""",18.0107,-2.41,-1,,0.749244527
X16318_629.3149_8.34_pos ,X16793_453.2405_8.34_pos,,,,,0.789117075,0.782176997
X16793_453.2405_8.34_pos ,X4431_291.1888_10.55_pos,"""Hexose""",162.0517,-2.21,-1,,0.748134443
X1651_327.0697_2.68_pos ,X5322_279.1376_3.86_pos,,,,,0.916762686,0.797471477
X1651_327.0697_2.68_pos ,X412_146.1170_2.11_pos,,,,,0.794063189,0.714955288
X1651_327.0697_2.68_pos ,X3364_233.1145_9.16_pos,,,,,0.747715185,0.682022818
X1651_327.0697_2.68_pos ,X2773_211.1353_10.18_pos,,,,,0.731948041,0.693987049
X16495_537.2635_9.16_pos ,X9038_539.2833_9.01_pos,"""Reduction""",-2.0198,0.15,-1,,0.814122726
X1642_191.1642_10.95_pos ,X647_157.0836_3.89_pos,,,,,0.754468494,0.884798027
X1642_191.1642_10.95_pos ,X493_272.2583_11.53_pos,,,,,0.972798355,0.80906568
X1642_191.1642_10.95_pos ,X412_146.1170_2.11_pos,,,,,0.652106932,0.684736355
X1642_191.1642_10.95_pos ,X5322_279.1376_3.86_pos,,,,,0.775079567,0.731236509
X1642_191.1642_10.95_pos ,X5000_157.0835_3.68_pos,,,,,0.75494024,0.841258094
X1642_191.1642_10.95_pos ,X3327_181.1226_12.21_pos,,,,,0.839872867,0.71026827
X1642_191.1642_10.95_pos ,X3016_299.1101_10.68_pos,,,,,0.986868617,0.879124268
X1642_191.1642_10.95_pos ,X3856_261.1098_11.59_pos,,,,,0.973475924,0.892445267
X1642_191.1642_10.95_pos ,X3364_233.1145_9.16_pos,,,,,0.931962482,0.759358619
X1642_191.1642_10.95_pos ,X2447_161.0962_8.06_pos,,,,,0.699387437,0.755041628
X1642_191.1642_10.95_pos ,X208_185.1148_7.79_pos,,,,,0.769573956,0.810299106
X1642_191.1642_10.95_pos ,X2773_211.1353_10.18_pos,,,,,0.985245048,0.815356152
X1642_191.1642_10.95_pos ,X2757_199.1317_8.95_pos,,,,,0.848106403,0.682516189
X1642_191.1642_10.95_pos ,X1651_327.0697_2.68_pos,,,,,0.714690631,0.654270737
X1642_191.1642_10.95_pos ,X2013_155.1067_9.72_pos,,,,,0.926757857,0.914153562
X1642_191.1642_10.95_pos ,X1800_255.1567_10.11_pos,,,,,0.971569014,0.846931853
X1638_497.1995_6.99_pos ,X7477_387.2006_6.39_pos,,,,,0.942846088,0.750477953
X1638_497.1995_6.99_pos ,X3412_375.2379_7.83_pos,,,,,0.697731843,0.652420598
X16284_181.1217_5.88_pos ,X1726_163.1145_6.46_pos,"""Hydration""",18.0072,-0.58,-1,,0.713721862
X16267_269.2227_12.19_pos ,X9523_399.1627_9.71_pos,,,,,0.740333165,0.651310515
X16267_269.2227_12.19_pos ,X9228_305.2452_10.97_pos,,,,,0.847689635,0.841011409
X16267_269.2227_12.19_pos ,X4431_291.1888_10.55_pos,,,,,0.82252098,0.8062288
X16267_269.2227_12.19_pos ,X8818_305.2474_11.22_pos,,,,,0.86885342,0.855565834
X16267_269.2227_12.19_pos ,X7471_515.1179_10.84_pos,,,,,0.785840604,0.714708603
X16252_491.2491_6.80_pos ,X9220_489.2279_7.19_pos,"""Reduction""",2.0212,-0.39,-1,,0.869750231
X16252_491.2491_6.80_pos ,X9717_453.1460_6.81_pos,,,,,0.999774707,0.666481653
X16252_491.2491_6.80_pos ,X9538_385.2437_8.05_pos,,,,,0.727427797,0.670798643
X1305_325.0898_3.07_pos ,X319_179.0261_3.07_pos,,,,,0.858101703,0.710884983
