"Feature_A","Feature_B","Similarity_score"
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X260_191.1362_6.34_pos","X3585_193.0425_5.16_pos",0.714910393970122
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X2428_400.1464_2.92_pos","X3609_289.0868_2.85_pos",0.772738763498678
NA,NA,NA
"X10054_839.3672_11.12_pos","X361_174.0757_5.21_pos",0.720325054533703
"X10081_285.1625_8.31_pos","X361_174.0757_5.21_pos",0.800632512525177
"X11325_469.1715_10.02_pos","X361_174.0757_5.21_pos",0.790025637939425
"X11543_235.0696_6.29_pos","X361_174.0757_5.21_pos",0.891545564016433
"X12175_395.0599_3.44_pos","X361_174.0757_5.21_pos",0.692621657340992
"X12261_437.3394_11.00_pos","X361_174.0757_5.21_pos",0.713725449889874
"X1237_216.1211_8.03_pos","X361_174.0757_5.21_pos",0.891916273973887
"X13103_234.1853_5.74_pos","X361_174.0757_5.21_pos",0.840469014765264
NA,NA,NA
"X1426_361.1860_11.07_pos","X361_174.0757_5.21_pos",0.715559825603598
"X14788_289.2513_10.04_pos","X361_174.0757_5.21_pos",0.770026644648828
"X1482_171.0991_5.56_pos","X361_174.0757_5.21_pos",0.921240316109768
"X15280_521.1235_8.63_pos","X361_174.0757_5.21_pos",0.901496603731491
"X1642_191.1642_10.95_pos","X361_174.0757_5.21_pos",0.721546422141453
"X1651_327.0697_2.68_pos","X361_174.0757_5.21_pos",0.671280529718121
"X1710_287.0586_9.49_pos","X361_174.0757_5.21_pos",0.83059748084738
"X1800_255.1567_10.11_pos","X361_174.0757_5.21_pos",0.775207482903706
"X1829_249.0625_10.27_pos","X361_174.0757_5.21_pos",0.749170152476182
"X1983_193.1584_7.29_pos","X361_174.0757_5.21_pos",0.709633712587938
"X2013_155.1067_9.72_pos","X361_174.0757_5.21_pos",0.723906517869647
NA,NA,NA
"X2058_269.1741_9.67_pos","X361_174.0757_5.21_pos",0.803482372919177
NA,NA,NA
"X208_185.1148_7.79_pos","X361_174.0757_5.21_pos",0.92726290887269
"X21156_384.1686_4.64_pos","X361_174.0757_5.21_pos",0.778788501037508
"X2134_205.1435_11.39_pos","X361_174.0757_5.21_pos",0.702698172164617
"X2169_425.1785_11.28_pos","X361_174.0757_5.21_pos",0.72904877138011
NA,NA,NA
"X2447_161.0962_8.06_pos","X361_174.0757_5.21_pos",0.925015393165853
NA,NA,NA
"X25561_163.0403_6.55_pos","X361_174.0757_5.21_pos",0.848545783818311
"X2573_299.1416_4.08_pos","X361_174.0757_5.21_pos",0.727445037338749
"X26673_241.1527_2.42_pos","X361_174.0757_5.21_pos",0.662930917572957
"X2757_199.1317_8.95_pos","X361_174.0757_5.21_pos",0.901180776234696
"X2773_211.1353_10.18_pos","X361_174.0757_5.21_pos",0.767308386664994
"X3016_299.1101_10.68_pos","X361_174.0757_5.21_pos",0.742300452580078
"X309_153.1270_5.57_pos","X361_174.0757_5.21_pos",0.887147220620147
"X3364_233.1145_9.16_pos","X361_174.0757_5.21_pos",0.826477564590767
"X3495_177.1605_10.36_pos","X361_174.0757_5.21_pos",0.775185534561227
NA,NA,NA
"X171_391.1948_5.41_pos","X3615_293.1004_5.42_pos",0.972285543834813
"X1837_257.1478_5.81_pos","X3615_293.1004_5.42_pos",0.67396852490714
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X2239_439.1581_5.43_pos","X3615_293.1004_5.42_pos",0.910119026042585
NA,NA,NA
"X2670_333.1899_5.35_pos","X3615_293.1004_5.42_pos",0.846048703945894
NA,NA,NA
"X16162_303.0498_6.83_pos","X3632_292.1838_7.70_pos",0.678961409141763
NA,NA,NA
NA,NA,NA
"X2150_249.1574_4.87_pos","X3632_292.1838_7.70_pos",0.660420633695206
NA,NA,NA
"X2461_369.1656_4.90_pos","X3632_292.1838_7.70_pos",0.66600918717861
NA,NA,NA
"X3128_396.2588_4.95_pos","X3632_292.1838_7.70_pos",0.668419285257915
"X315_373.1826_4.95_pos","X3632_292.1838_7.70_pos",0.667245779033538
"X1127_302.1242_5.38_pos","X3634_365.1207_5.63_pos",0.928504317671521
NA,NA,NA
"X1590_554.1506_5.33_pos","X3634_365.1207_5.63_pos",0.764292356210995
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X22562_409.1822_6.09_pos","X3634_365.1207_5.63_pos",0.69517253213238
"X240_307.0786_5.53_pos","X3634_365.1207_5.63_pos",0.913861482622181
NA,NA,NA
"X29709_346.1423_5.39_pos","X3634_365.1207_5.63_pos",0.928548025923071
"X3292_429.2098_5.63_pos","X3634_365.1207_5.63_pos",0.693611397236497
NA,NA,NA
"X1493_309.0639_9.60_pos","X364_265.1417_5.95_pos",0.700120838014903
"X1599_337.0923_5.96_pos","X364_265.1417_5.95_pos",0.974774473322503
"X16284_181.1217_5.88_pos","X364_265.1417_5.95_pos",0.920401195701057
"X17158_259.1145_4.33_pos","X364_265.1417_5.95_pos",0.731770522512286
"X1814_393.1892_7.98_pos","X364_265.1417_5.95_pos",0.658168492893847
"X18510_697.1611_5.92_pos","X364_265.1417_5.95_pos",0.822127717161562
"X1933_499.1811_5.95_pos","X364_265.1417_5.95_pos",0.959633547100128
"X1960_251.1263_5.89_pos","X364_265.1417_5.95_pos",0.938098182288844
NA,NA,NA
NA,NA,NA
"X2108_313.0857_5.88_pos","X364_265.1417_5.95_pos",0.938264049113469
NA,NA,NA
"X2477_296.0753_4.65_pos","X364_265.1417_5.95_pos",0.835368502812042
"X25022_314.0876_6.07_pos","X364_265.1417_5.95_pos",0.716582363005572
NA,NA,NA
"X3088_393.1224_5.89_pos","X364_265.1417_5.95_pos",0.652060408179139
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10624_421.1589_5.09_pos","X3661_492.1276_4.59_pos",0.745978959116715
"X12553_361.1464_5.10_pos","X3661_492.1276_4.59_pos",0.711293464109034
NA,NA,NA
"X1737_369.0725_5.23_pos","X3661_492.1276_4.59_pos",0.771865921345038
NA,NA,NA
NA,NA,NA
"X2219_337.1020_5.10_pos","X3661_492.1276_4.59_pos",0.650502414595103
NA,NA,NA
"X22718_365.0690_5.10_pos","X3661_492.1276_4.59_pos",0.711293464109034
NA,NA,NA
"X3472_429.2115_5.05_pos","X3661_492.1276_4.59_pos",0.7031291780741
"X128_274.1764_2.32_pos","X367_233.1208_2.34_pos",0.709237695453302
NA,NA,NA
"X1778_100.1124_2.92_pos","X367_233.1208_2.34_pos",0.709237695453302
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X26673_241.1527_2.42_pos","X367_233.1208_2.34_pos",0.671289035515629
"X11087_409.1747_7.74_pos","X369_357.1156_6.72_pos",0.744546250683968
NA,NA,NA
"X152_465.0845_8.50_pos","X369_357.1156_6.72_pos",0.898267402971955
"X1584_545.3300_8.86_pos","X369_357.1156_6.72_pos",0.820963534150733
"X16162_303.0498_6.83_pos","X369_357.1156_6.72_pos",0.904948294946973
"X16252_491.2491_6.80_pos","X369_357.1156_6.72_pos",0.775540939033909
"X1686_405.1314_8.03_pos","X369_357.1156_6.72_pos",0.802980874912472
"X1891_405.1657_8.51_pos","X369_357.1156_6.72_pos",0.892533317892628
"X190_165.0629_8.88_pos","X369_357.1156_6.72_pos",0.885898594803311
"X1998_311.1274_6.98_pos","X369_357.1156_6.72_pos",0.804770772329091
NA,NA,NA
NA,NA,NA
"X2150_249.1574_4.87_pos","X369_357.1156_6.72_pos",0.9067504822925
NA,NA,NA
"X2461_369.1656_4.90_pos","X369_357.1156_6.72_pos",0.908949703737305
NA,NA,NA
"X3128_396.2588_4.95_pos","X369_357.1156_6.72_pos",0.909563974718347
"X315_373.1826_4.95_pos","X369_357.1156_6.72_pos",0.909296390284161
"X3245_453.3437_6.72_pos","X369_357.1156_6.72_pos",0.921660937214921
"X3386_177.1570_7.32_pos","X369_357.1156_6.72_pos",0.762374732112921
"X10054_839.3672_11.12_pos","X370_141.0541_5.65_pos",0.678562543437657
"X10081_285.1625_8.31_pos","X370_141.0541_5.65_pos",0.72199884261615
"X11325_469.1715_10.02_pos","X370_141.0541_5.65_pos",0.700704049618455
"X11543_235.0696_6.29_pos","X370_141.0541_5.65_pos",0.760051105408923
"X12261_437.3394_11.00_pos","X370_141.0541_5.65_pos",0.676683405499589
"X13103_234.1853_5.74_pos","X370_141.0541_5.65_pos",0.849755195655457
NA,NA,NA
"X1426_361.1860_11.07_pos","X370_141.0541_5.65_pos",0.68472406815368
"X14788_289.2513_10.04_pos","X370_141.0541_5.65_pos",0.693056451425052
"X1482_171.0991_5.56_pos","X370_141.0541_5.65_pos",0.779417541516779
"X15280_521.1235_8.63_pos","X370_141.0541_5.65_pos",0.687979124074999
"X1642_191.1642_10.95_pos","X370_141.0541_5.65_pos",0.679895983383145
"X1651_327.0697_2.68_pos","X370_141.0541_5.65_pos",0.682227813026719
"X1710_287.0586_9.49_pos","X370_141.0541_5.65_pos",0.725756143147599
"X1800_255.1567_10.11_pos","X370_141.0541_5.65_pos",0.696799804265175
"X1829_249.0625_10.27_pos","X370_141.0541_5.65_pos",0.682900015523035
"X2013_155.1067_9.72_pos","X370_141.0541_5.65_pos",0.69069974449027
NA,NA,NA
"X2058_269.1741_9.67_pos","X370_141.0541_5.65_pos",0.713132067477098
NA,NA,NA
"X2134_205.1435_11.39_pos","X370_141.0541_5.65_pos",0.661342302312967
"X2169_425.1785_11.28_pos","X370_141.0541_5.65_pos",0.668015750262651
NA,NA,NA
NA,NA,NA
"X25561_163.0403_6.55_pos","X370_141.0541_5.65_pos",0.747751852086749
"X26673_241.1527_2.42_pos","X370_141.0541_5.65_pos",0.669265927175929
"X2757_199.1317_8.95_pos","X370_141.0541_5.65_pos",0.68197201812126
"X2773_211.1353_10.18_pos","X370_141.0541_5.65_pos",0.698342580636837
"X3016_299.1101_10.68_pos","X370_141.0541_5.65_pos",0.695256328058864
"X309_153.1270_5.57_pos","X370_141.0541_5.65_pos",0.812416483577713
"X3364_233.1145_9.16_pos","X370_141.0541_5.65_pos",0.726131883769054
"X3495_177.1605_10.36_pos","X370_141.0541_5.65_pos",0.668673159772105
"X361_174.0757_5.21_pos","X370_141.0541_5.65_pos",0.675863102973719
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10048_667.1538_7.39_pos","X372_487.2085_6.46_pos",0.965300902453096
"X10151_365.1674_7.39_pos","X372_487.2085_6.46_pos",0.820265487221393
"X10320_365.2536_7.36_pos","X372_487.2085_6.46_pos",0.856336865769182
"X10641_363.1039_7.34_pos","X372_487.2085_6.46_pos",0.715020739828638
"X1241_342.2640_9.51_pos","X372_487.2085_6.46_pos",0.961598197553024
"X1304_385.1813_6.40_pos","X372_487.2085_6.46_pos",0.999952616284255
NA,NA,NA
"X14_611.1622_6.85_pos","X372_487.2085_6.46_pos",1
"X1471_551.1035_7.40_pos","X372_487.2085_6.46_pos",0.995113014666782
"X1555_475.3257_7.10_pos","X372_487.2085_6.46_pos",0.999952616284255
"X1624_395.2040_7.39_pos","X372_487.2085_6.46_pos",0.968313331761451
"X1638_497.1995_6.99_pos","X372_487.2085_6.46_pos",0.942846087924221
"X1929_353.0613_6.17_pos","X372_487.2085_6.46_pos",0.999952616284255
"X19362_563.0343_7.08_pos","X372_487.2085_6.46_pos",0.999952616284255
NA,NA,NA
NA,NA,NA
"X215_465.1031_7.09_pos","X372_487.2085_6.46_pos",0.999952616284255
"X2154_440.2493_6.40_pos","X372_487.2085_6.46_pos",0.933149203252666
"X22_547.2003_6.19_pos","X372_487.2085_6.46_pos",0.999952616284255
NA,NA,NA
NA,NA,NA
"X282_355.1731_7.12_pos","X372_487.2085_6.46_pos",0.993005736690842
"X304_525.2884_6.80_pos","X372_487.2085_6.46_pos",0.999952616284255
"X3153_523.2367_6.80_pos","X372_487.2085_6.46_pos",0.878725114063611
"X3208_543.1845_7.88_pos","X372_487.2085_6.46_pos",0.741198008768242
"X3319_591.2059_6.79_pos","X372_487.2085_6.46_pos",0.807377157789665
"X3412_375.2379_7.83_pos","X372_487.2085_6.46_pos",0.739886820934625
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X23900_397.9960_7.04_pos","X373_391.1497_7.06_pos",0.692533556630525
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X1150_367.1373_4.73_pos","X380_309.0973_4.72_pos",0.802108337338259
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X1219_807.3448_9.49_pos","X3804_538.2192_9.16_pos",0.701433787639341
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X128_274.1764_2.32_pos","X3815_229.0722_5.39_pos",0.954939547078124
NA,NA,NA
"X1778_100.1124_2.92_pos","X3815_229.0722_5.39_pos",0.954939547078124
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X367_233.1208_2.34_pos","X3815_229.0722_5.39_pos",0.733154651369429
"X10081_285.1625_8.31_pos","X383_243.0473_5.14_pos",0.711324420861846
"X11325_469.1715_10.02_pos","X383_243.0473_5.14_pos",0.690199413191548
"X11543_235.0696_6.29_pos","X383_243.0473_5.14_pos",0.779958154173812
"X1237_216.1211_8.03_pos","X383_243.0473_5.14_pos",0.778384300788037
"X13103_234.1853_5.74_pos","X383_243.0473_5.14_pos",0.749095878953135
NA,NA,NA
"X14788_289.2513_10.04_pos","X383_243.0473_5.14_pos",0.672277123806991
"X1482_171.0991_5.56_pos","X383_243.0473_5.14_pos",0.81080388225288
"X15280_521.1235_8.63_pos","X383_243.0473_5.14_pos",0.799376304629857
"X1710_287.0586_9.49_pos","X383_243.0473_5.14_pos",0.728869743178005
"X1800_255.1567_10.11_pos","X383_243.0473_5.14_pos",0.673021828603628
"X1829_249.0625_10.27_pos","X383_243.0473_5.14_pos",0.657933747342414
NA,NA,NA
"X2058_269.1741_9.67_pos","X383_243.0473_5.14_pos",0.709905596558033
NA,NA,NA
"X208_185.1148_7.79_pos","X383_243.0473_5.14_pos",0.804537933658928
"X21156_384.1686_4.64_pos","X383_243.0473_5.14_pos",0.650272940817613
NA,NA,NA
"X2447_161.0962_8.06_pos","X383_243.0473_5.14_pos",0.844705317318925
NA,NA,NA
"X25561_163.0403_6.55_pos","X383_243.0473_5.14_pos",0.726175244911677
"X2757_199.1317_8.95_pos","X383_243.0473_5.14_pos",0.821189221476714
"X2773_211.1353_10.18_pos","X383_243.0473_5.14_pos",0.67507152731298
"X309_153.1270_5.57_pos","X383_243.0473_5.14_pos",0.797311122738275
"X3364_233.1145_9.16_pos","X383_243.0473_5.14_pos",0.735950776998739
"X3495_177.1605_10.36_pos","X383_243.0473_5.14_pos",0.677756400857341
"X361_174.0757_5.21_pos","X383_243.0473_5.14_pos",0.880408124936399
"X10054_839.3672_11.12_pos","X3856_261.1098_11.59_pos",0.990374018974226
"X10081_285.1625_8.31_pos","X3856_261.1098_11.59_pos",0.824221427651783
"X11325_469.1715_10.02_pos","X3856_261.1098_11.59_pos",0.940517239924381
"X11543_235.0696_6.29_pos","X3856_261.1098_11.59_pos",0.840119973200149
"X12175_395.0599_3.44_pos","X3856_261.1098_11.59_pos",0.662864998689761
"X12261_437.3394_11.00_pos","X3856_261.1098_11.59_pos",0.972768581058302
"X125_335.1238_8.71_pos","X3856_261.1098_11.59_pos",0.688799576882913
"X13103_234.1853_5.74_pos","X3856_261.1098_11.59_pos",0.738871563886276
NA,NA,NA
"X1426_361.1860_11.07_pos","X3856_261.1098_11.59_pos",0.974399288958357
"X14788_289.2513_10.04_pos","X3856_261.1098_11.59_pos",0.923571156588007
"X1482_171.0991_5.56_pos","X3856_261.1098_11.59_pos",0.812946740872774
"X15280_521.1235_8.63_pos","X3856_261.1098_11.59_pos",0.86638083926812
"X16267_269.2227_12.19_pos","X3856_261.1098_11.59_pos",0.896732445148018
"X1642_191.1642_10.95_pos","X3856_261.1098_11.59_pos",0.973475924329782
"X1651_327.0697_2.68_pos","X3856_261.1098_11.59_pos",0.677194805772106
"X1710_287.0586_9.49_pos","X3856_261.1098_11.59_pos",0.91499146498479
"X1800_255.1567_10.11_pos","X3856_261.1098_11.59_pos",0.948294584033276
"X1829_249.0625_10.27_pos","X3856_261.1098_11.59_pos",0.926930451522891
"X2013_155.1067_9.72_pos","X3856_261.1098_11.59_pos",0.878337823161475
NA,NA,NA
"X2058_269.1741_9.67_pos","X3856_261.1098_11.59_pos",0.938095117119817
NA,NA,NA
"X208_185.1148_7.79_pos","X3856_261.1098_11.59_pos",0.723312865420222
"X2134_205.1435_11.39_pos","X3856_261.1098_11.59_pos",0.989531872312477
"X2169_425.1785_11.28_pos","X3856_261.1098_11.59_pos",0.99340058890338
NA,NA,NA
"X2447_161.0962_8.06_pos","X3856_261.1098_11.59_pos",0.685801885544603
NA,NA,NA
"X25561_163.0403_6.55_pos","X3856_261.1098_11.59_pos",0.824770122431752
"X26673_241.1527_2.42_pos","X3856_261.1098_11.59_pos",0.673142024677235
"X2757_199.1317_8.95_pos","X3856_261.1098_11.59_pos",0.815293710130449
"X2773_211.1353_10.18_pos","X3856_261.1098_11.59_pos",0.958189808246815
"X3016_299.1101_10.68_pos","X3856_261.1098_11.59_pos",0.973973985108881
"X309_153.1270_5.57_pos","X3856_261.1098_11.59_pos",0.828814028334125
"X3327_181.1226_12.21_pos","X3856_261.1098_11.59_pos",0.879335957133157
"X3364_233.1145_9.16_pos","X3856_261.1098_11.59_pos",0.898426390954774
"X3495_177.1605_10.36_pos","X3856_261.1098_11.59_pos",0.937926300554741
"X361_174.0757_5.21_pos","X3856_261.1098_11.59_pos",0.694468272500883
"X370_141.0541_5.65_pos","X3856_261.1098_11.59_pos",0.650215102986953
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X11087_409.1747_7.74_pos","X387_460.1268_9.38_pos",0.854528580526857
NA,NA,NA
"X152_465.0845_8.50_pos","X387_460.1268_9.38_pos",0.984183903372149
"X1584_545.3300_8.86_pos","X387_460.1268_9.38_pos",0.899486158457304
"X16162_303.0498_6.83_pos","X387_460.1268_9.38_pos",0.911549376546379
"X16252_491.2491_6.80_pos","X387_460.1268_9.38_pos",0.764198177841624
"X1686_405.1314_8.03_pos","X387_460.1268_9.38_pos",0.893292665288305
"X1891_405.1657_8.51_pos","X387_460.1268_9.38_pos",0.972021467761401
"X190_165.0629_8.88_pos","X387_460.1268_9.38_pos",0.985233629056835
"X1998_311.1274_6.98_pos","X387_460.1268_9.38_pos",0.770735399960027
NA,NA,NA
NA,NA,NA
"X2150_249.1574_4.87_pos","X387_460.1268_9.38_pos",0.970007482522614
NA,NA,NA
"X2461_369.1656_4.90_pos","X387_460.1268_9.38_pos",0.961008239063901
NA,NA,NA
"X2898_365.1182_5.09_pos","X387_460.1268_9.38_pos",0.665475199471705
"X3128_396.2588_4.95_pos","X387_460.1268_9.38_pos",0.956076797977074
"X315_373.1826_4.95_pos","X387_460.1268_9.38_pos",0.95857703748961
"X3245_453.3437_6.72_pos","X387_460.1268_9.38_pos",0.942073670289194
"X3386_177.1570_7.32_pos","X387_460.1268_9.38_pos",0.796024960269782
"X369_357.1156_6.72_pos","X387_460.1268_9.38_pos",0.862752626932033
"X1036_105.0676_3.81_pos","X3876_475.2475_5.51_pos",0.668190529332512
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10622_457.1153_8.43_pos","X3897_421.1853_8.42_pos",0.992267634950921
NA,NA,NA
"X2004_494.1772_8.54_pos","X3897_421.1853_8.42_pos",0.748341455307379
NA,NA,NA
NA,NA,NA
"X214_282.1540_8.82_pos","X3897_421.1853_8.42_pos",0.653115605708285
NA,NA,NA
"X2416_183.0785_8.40_pos","X3897_421.1853_8.42_pos",0.942854941145433
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X10048_667.1538_7.39_pos","X3905_359.1704_6.20_pos",0.965255162909526
"X10151_365.1674_7.39_pos","X3905_359.1704_6.20_pos",0.820226619994712
"X10320_365.2536_7.36_pos","X3905_359.1704_6.20_pos",0.856622528179157
"X10641_363.1039_7.34_pos","X3905_359.1704_6.20_pos",0.714986859489151
"X1241_342.2640_9.51_pos","X3905_359.1704_6.20_pos",0.961461803750466
"X1304_385.1813_6.40_pos","X3905_359.1704_6.20_pos",1
NA,NA,NA
"X14_611.1622_6.85_pos","X3905_359.1704_6.20_pos",0.999952616284255
"X1471_551.1035_7.40_pos","X3905_359.1704_6.20_pos",0.995160169053353
"X1555_475.3257_7.10_pos","X3905_359.1704_6.20_pos",1
"X1624_395.2040_7.39_pos","X3905_359.1704_6.20_pos",0.968451287209377
"X1638_497.1995_6.99_pos","X3905_359.1704_6.20_pos",0.942890765592236
"X1929_353.0613_6.17_pos","X3905_359.1704_6.20_pos",1
"X19362_563.0343_7.08_pos","X3905_359.1704_6.20_pos",1
NA,NA,NA
NA,NA,NA
"X215_465.1031_7.09_pos","X3905_359.1704_6.20_pos",1
"X2154_440.2493_6.40_pos","X3905_359.1704_6.20_pos",0.933193421424481
"X22_547.2003_6.19_pos","X3905_359.1704_6.20_pos",1
NA,NA,NA
NA,NA,NA
"X282_355.1731_7.12_pos","X3905_359.1704_6.20_pos",0.993052791222021
"X304_525.2884_6.80_pos","X3905_359.1704_6.20_pos",1
"X3153_523.2367_6.80_pos","X3905_359.1704_6.20_pos",0.878766753297656
"X3208_543.1845_7.88_pos","X3905_359.1704_6.20_pos",0.741303607131858
"X3319_591.2059_6.79_pos","X3905_359.1704_6.20_pos",0.807415416132231
"X3412_375.2379_7.83_pos","X3905_359.1704_6.20_pos",0.739992232493516
"X372_487.2085_6.46_pos","X3905_359.1704_6.20_pos",0.999952616284255
"X10054_839.3672_11.12_pos","X392_453.3362_11.07_pos",0.979091986372338
"X10081_285.1625_8.31_pos","X392_453.3362_11.07_pos",0.888245530046377
"X11325_469.1715_10.02_pos","X392_453.3362_11.07_pos",0.971091406376871
"X11543_235.0696_6.29_pos","X392_453.3362_11.07_pos",0.876452518420762
"X12175_395.0599_3.44_pos","X392_453.3362_11.07_pos",0.728229055998843
"X12261_437.3394_11.00_pos","X392_453.3362_11.07_pos",0.994515408665484
"X125_335.1238_8.71_pos","X392_453.3362_11.07_pos",0.730492800694156
"X13103_234.1853_5.74_pos","X392_453.3362_11.07_pos",0.779289871479972
NA,NA,NA
"X1426_361.1860_11.07_pos","X392_453.3362_11.07_pos",0.992290625422086
"X14788_289.2513_10.04_pos","X392_453.3362_11.07_pos",0.96066287340131
"X1482_171.0991_5.56_pos","X392_453.3362_11.07_pos",0.847319037769469
"X15280_521.1235_8.63_pos","X392_453.3362_11.07_pos",0.902021856822033
"X16267_269.2227_12.19_pos","X392_453.3362_11.07_pos",0.837030482574607
"X1642_191.1642_10.95_pos","X392_453.3362_11.07_pos",0.982780489146722
"X1651_327.0697_2.68_pos","X392_453.3362_11.07_pos",0.712374195409917
"X1710_287.0586_9.49_pos","X392_453.3362_11.07_pos",0.953462366923233
"X1800_255.1567_10.11_pos","X392_453.3362_11.07_pos",0.978446920749506
"X1829_249.0625_10.27_pos","X392_453.3362_11.07_pos",0.961113353316043
"X2013_155.1067_9.72_pos","X392_453.3362_11.07_pos",0.928398134673023
NA,NA,NA
"X2058_269.1741_9.67_pos","X392_453.3362_11.07_pos",0.967910591256883
NA,NA,NA
"X208_185.1148_7.79_pos","X392_453.3362_11.07_pos",0.776022907392481
"X21156_384.1686_4.64_pos","X392_453.3362_11.07_pos",0.674172498541052
"X2134_205.1435_11.39_pos","X392_453.3362_11.07_pos",0.976587259788723
"X2169_425.1785_11.28_pos","X392_453.3362_11.07_pos",0.979767890762886
NA,NA,NA
"X2447_161.0962_8.06_pos","X392_453.3362_11.07_pos",0.708688988441829
NA,NA,NA
"X25561_163.0403_6.55_pos","X392_453.3362_11.07_pos",0.880448068778176
"X2573_299.1416_4.08_pos","X392_453.3362_11.07_pos",0.683106497914689
"X26673_241.1527_2.42_pos","X392_453.3362_11.07_pos",0.708674723656368
"X2757_199.1317_8.95_pos","X392_453.3362_11.07_pos",0.859665164212918
"X2773_211.1353_10.18_pos","X392_453.3362_11.07_pos",0.978457522589418
"X3016_299.1101_10.68_pos","X392_453.3362_11.07_pos",0.991620939988541
"X309_153.1270_5.57_pos","X392_453.3362_11.07_pos",0.853712733540415
"X3327_181.1226_12.21_pos","X392_453.3362_11.07_pos",0.828851148844369
"X3364_233.1145_9.16_pos","X392_453.3362_11.07_pos",0.940992854826863
"X3495_177.1605_10.36_pos","X392_453.3362_11.07_pos",0.955493132244893
"X361_174.0757_5.21_pos","X392_453.3362_11.07_pos",0.730489230111337
"X370_141.0541_5.65_pos","X392_453.3362_11.07_pos",0.682053147538918
"X3856_261.1098_11.59_pos","X392_453.3362_11.07_pos",0.971928129778859
"X11087_409.1747_7.74_pos","X3932_251.1618_8.99_pos",0.658821914611595
NA,NA,NA
"X152_465.0845_8.50_pos","X3932_251.1618_8.99_pos",0.801981244468349
"X1584_545.3300_8.86_pos","X3932_251.1618_8.99_pos",0.732963652697408
"X16162_303.0498_6.83_pos","X3932_251.1618_8.99_pos",0.833598811501091
"X16252_491.2491_6.80_pos","X3932_251.1618_8.99_pos",0.719848705266689
"X1686_405.1314_8.03_pos","X3932_251.1618_8.99_pos",0.712574257345767
"X1891_405.1657_8.51_pos","X3932_251.1618_8.99_pos",0.798748326447491
"X190_165.0629_8.88_pos","X3932_251.1618_8.99_pos",0.793774168652524
"X1998_311.1274_6.98_pos","X3932_251.1618_8.99_pos",0.760006480075003
NA,NA,NA
NA,NA,NA
"X2150_249.1574_4.87_pos","X3932_251.1618_8.99_pos",0.81708547862338
NA,NA,NA
"X2461_369.1656_4.90_pos","X3932_251.1618_8.99_pos",0.822709399751993
NA,NA,NA
"X3128_396.2588_4.95_pos","X3932_251.1618_8.99_pos",0.825055979056726
"X315_373.1826_4.95_pos","X3932_251.1618_8.99_pos",0.823920829181745
"X3245_453.3437_6.72_pos","X3932_251.1618_8.99_pos",0.71841460799289
"X3386_177.1570_7.32_pos","X3932_251.1618_8.99_pos",0.699330483560194
"X369_357.1156_6.72_pos","X3932_251.1618_8.99_pos",0.753411743164727
"X387_460.1268_9.38_pos","X3932_251.1618_8.99_pos",0.755859841991798
"X1127_302.1242_5.38_pos","X3935_368.1918_8.19_pos",0.785819559195362
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
"X240_307.0786_5.53_pos","X3935_368.1918_8.19_pos",0.775986931248547
NA,NA,NA
"X29709_346.1423_5.39_pos","X3935_368.1918_8.19_pos",0.785708343200205
"X3634_365.1207_5.63_pos","X3935_368.1918_8.19_pos",0.729567931029837
"X10054_839.3672_11.12_pos","X3938_345.2627_10.98_pos",0.98100048320441
"X10081_285.1625_8.31_pos","X3938_345.2627_10.98_pos",0.871810213709684
"X11325_469.1715_10.02_pos","X3938_345.2627_10.98_pos",0.959907443434254
"X11543_235.0696_6.29_pos","X3938_345.2627_10.98_pos",0.86536940817838
